committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700651,23,SB23.728489,1171767,ORG,ORGANIZATION,,INSPERITY,TX,,,,PAYROLL TAXES,,,2017-04-12 00:00:00,521.06,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,KINGWOOD,77339,OTHER,,2018,SB,4071820171419814671,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700651,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700662,23,SB23.728549,1171767,IND,INDIVIDUAL,,"PENCE, JOHN",NY,,,,PAYROLL,,,2017-04-12 00:00:00,6000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814737,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700662,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700686,23,SB23.728490,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-12 00:00:00,16671.78,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814880,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700686,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700708,23,SB23.728884,1171767,ORG,ORGANIZATION,,TIME WARNER,NY,,,,AMEX: BROADBAND SERVICES [SB23.728561],X,,2017-04-13 00:00:00,252.72,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10019,OTHER,,2018,SB,4071820171419815012,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700708,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700599,23,SB23.728909,1171767,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,,,REIMBURSEMENT: TRAVEL: AIR [SB23.728493],X,,2017-04-14 00:00:00,393.40,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,FORT WORTH,76155,OTHER,,2018,SB,4071820171419814356,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700599,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700618,23,SB23.728550,1171767,IND,INDIVIDUAL,,"CENTINELLO, DARREN",NY,,,,PAYROLL,,,2017-04-14 00:00:00,3000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814468,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700618,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700630,23,SB23.728551,1171767,IND,INDIVIDUAL,,"DOLLMAN, SEAN",NY,,,,PAYROLL,,,2017-04-14 00:00:00,7500.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814542,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700630,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700638,23,SB23.728552,1171767,IND,INDIVIDUAL,,"GLASSNER, MICHAEL",NY,,,,PAYROLL,,,2017-04-14 00:00:00,10000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814590,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700638,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700643,23,SB23.728553,1171767,IND,INDIVIDUAL,,"HARPER, DEVYN",NY,,,,PAYROLL,,,2017-04-14 00:00:00,2250.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814619,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700643,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700652,23,SB23.728491,1171767,ORG,ORGANIZATION,,INSPERITY,TX,,,,PAYROLL TAXES,,,2017-04-14 00:00:00,3499.21,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,KINGWOOD,77339,OTHER,,2018,SB,4071820171419814673,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700652,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700660,23,SB23.728493,1171767,IND,INDIVIDUAL,,"MALONEY, MAUREEN",MA,,,,REIMBURSEMENT: ITEMIZATION BELOW IF REQURED,,,2017-04-14 00:00:00,393.40,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,MILLFORD,01757,OTHER,,2018,SB,4071820171419814721,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700660,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700663,23,SB23.728554,1171767,IND,INDIVIDUAL,,"PENCE, JOHN",NY,,,,PAYROLL,,,2017-04-14 00:00:00,6000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEW YORK,10022,OTHER,,2018,SB,4071820171419814739,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700663,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700666,23,SB23.728494,1171767,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEES,,,2017-04-14 00:00:00,79.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94105,OTHER,,2018,SB,4071820171419814759,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700666,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700675,23,SB23.728556,1171767,ORG,ORGANIZATION,,RED CURVE SOLUTIONS,MA,,,,COMPLIANCE CONSULTING & SOFTWARE DEVELOPMENT,,,2017-04-14 00:00:00,30000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,BEVERLY,01915,OTHER,,2018,SB,4071820171419814811,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700675,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700686,23,SB23.728495,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-14 00:00:00,255.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814882,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700686,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700593,23,SB23.728496,1171767,ORG,ORGANIZATION,,"ACE SPECIALTIES, LLC",LA,,,,COLLATERAL: TSHIRTS/MUGS/STICKERS/FREIGHT,,,2017-04-17 00:00:00,59.59,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,LAFAYETTE,70598,OTHER,,2018,SB,4071820171419814319,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700593,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700621,23,SB23.728498,1171767,ORG,ORGANIZATION,,CITY OF MOBILE,AL,,,,BUS RENTAL,,,2017-04-17 00:00:00,14352.50,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,MOBILE,36633,ADMINISTRATIVE,,2018,SB,4071820171419814486,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700621,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700658,23,SB23.728499,1171767,ORG,ORGANIZATION,,KENTUCKY STATE FAIR BOARD,KY,,,,FACILITY RENTAL,,,2017-04-17 00:00:00,15239.25,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,LOUISVILLE,40233,ADMINISTRATIVE,,2018,SB,4071820171419814709,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700658,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700662,23,SB23.728501,1171767,ORG,ORGANIZATION,,NEW YORK STATE CORPORATION TAX,NY,,,,TAXES,,,2017-04-17 00:00:00,1565.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,ALBANY,12212,OTHER,,2018,SB,4071820171419814733,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700662,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700662,23,SB23.728503,1171767,ORG,ORGANIZATION,,NJ DIVISION OF TAXATION,NJ,,,,TAXES,,,2017-04-17 00:00:00,750.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,TRENTON,08646,OTHER,,2018,SB,4071820171419814735,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700662,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700666,23,SB23.728504,1171767,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEES,,,2017-04-17 00:00:00,6.30,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94105,OTHER,,2018,SB,4071820171419814761,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700666,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700667,23,SB23.728505,1171767,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEES,,,2017-04-17 00:00:00,68.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94105,OTHER,,2018,SB,4071820171419814763,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700667,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700672,23,SB23.728507,1171767,ORG,ORGANIZATION,,"PROACTIVE COMMUNICATIONS, LLC",VA,,,,COMMUNICATIONS CONSULTING,,,2017-04-17 00:00:00,20000.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,LANSDOWNE,20176,OTHER,,2018,SB,4071820171419814797,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700672,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700687,23,SB23.728508,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-17 00:00:00,15.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814884,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700687,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700687,23,SB23.728509,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-17 00:00:00,90.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814886,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700687,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700687,23,SB23.728510,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-17 00:00:00,105.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814888,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700687,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700688,23,SB23.728511,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-17 00:00:00,585.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814890,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700688,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700710,23,SB23.728513,1171767,ORG,ORGANIZATION,,TN DEPARTMENT OF REVENUE,TN,,,,TAXES,,,2017-04-17 00:00:00,381.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NASHVILLE,37242,OTHER,,2018,SB,4071820171419815022,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700710,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700710,23,SB23.728515,1171767,IND,INDIVIDUAL,,"TROVATO, VINCE",WI,,,,REIMBURSEMENT: ITEMIZATION BELOW IF REQURED,,,2017-04-17 00:00:00,3902.92,,,,G2016,,GENERAL,2016,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WAUKESHA,53188,OTHER,,2018,SB,4071820171419815024,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700710,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700710,23,SB23.728910,1171767,IND,INDIVIDUAL,,"TROVATO, VINCE",WI,,,,REIMBURSEMENT: TRAVEL: MILEAGE [SB23.728515],X,,2017-04-17 00:00:00,1243.08,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WAUKESHA,53188,OTHER,,2018,SB,4071820171419815026,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700710,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700729,23,SB23.728517,1171767,ORG,ORGANIZATION,,VT DEPARTMENT OF TAXES,VT,,,,TAXES,,,2017-04-17 00:00:00,300.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,MONTPELIER,05633,OTHER,,2018,SB,4071820171419815141,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700729,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700600,23,SB23.728518,1171767,ORG,ORGANIZATION,,AMERICAN EXPRESS,NJ,,,,CREDIT CARD PAYMENT: SEE MEMO ENTRIES,,,2017-04-18 00:00:00,57806.53,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEWARK,07101,OTHER,,2018,SB,4071820171419814360,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700600,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700600,23,SB23.728519,1171767,ORG,ORGANIZATION,,AMERICAN EXPRESS,NJ,,,,CREDIT CARD PAYMENT: SEE MEMO ENTRIES,,,2017-04-18 00:00:00,68306.47,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NEWARK,07101,OTHER,,2018,SB,4071820171419814362,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700600,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700650,23,SB23.728882,1171767,ORG,ORGANIZATION,,HOTELS.COM,TX,,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-04-18 00:00:00,790.44,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,DALLAS,75240,TRAVEL,,2018,SB,4071820171419814663,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700650,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700667,23,SB23.728520,1171767,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEES,,,2017-04-18 00:00:00,1.05,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94105,OTHER,,2018,SB,4071820171419814765,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700667,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700714,23,SB23.728890,1171767,ORG,ORGANIZATION,,TRUMP INTERNATIONAL HOTEL,DC,,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-04-18 00:00:00,910.28,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,WASHINGTON,20004,TRAVEL,,2018,SB,4071820171419815051,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700714,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700667,23,SB23.728521,1171767,ORG,ORGANIZATION,,PIRYX,CA,,,,MERCHANT FEES,,,2017-04-19 00:00:00,10.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94105,OTHER,,2018,SB,4071820171419814767,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700667,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700634,23,SB23.728522,1171767,ORG,ORGANIZATION,,GILES-PARSCALE,TX,,,,DIGITAL CONSULTING/ONLINE ADVERTISING,,,2017-04-21 00:00:00,169002.77,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN ANTONIO,78215,OTHER,,2018,SB,4071820171419814568,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700634,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700652,23,SB23.728523,1171767,ORG,ORGANIZATION,,INSPERITY,TX,,,,PAYROLL,,,2017-04-21 00:00:00,1078.81,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,KINGWOOD,77339,OTHER,,2018,SB,4071820171419814675,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700652,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700688,23,SB23.728524,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-21 00:00:00,285.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814892,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700688,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700688,23,SB23.728525,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-21 00:00:00,360.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814894,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700688,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700726,23,SB23.728859,1171767,ORG,ORGANIZATION,,VERIZON,NJ,,,,AMEX: BROADBAND SERVICES [SB23.728560],X,,2017-04-21 00:00:00,390.70,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,BASKING RIDGE,07920,OTHER,,2018,SB,4071820171419815121,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700726,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700628,23,SB23.728829,1171767,ORG,ORGANIZATION,,DELTA AIRLINES,GA,,,,AMEX: TRAVEL: AIR [SB23.728560],X,,2017-04-23 00:00:00,413.80,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,ATLANTA,30354,OTHER,,2018,SB,4071820171419814532,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700628,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700592,23,SB23.728527,1171767,ORG,ORGANIZATION,,ACCURATE STAGING AND PRODUCTIONS,TN,,,,EVENT STAGING EXPENSE,,,2017-04-24 00:00:00,1704.30,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,NASHVILLE,37207,MATERIALS,,2018,SB,4071820171419814313,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700592,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700599,23,SB23.728807,1171767,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,,,AMEX: TRAVEL: AIR [SB23.728560],X,,2017-04-24 00:00:00,569.29,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,FORT WORTH,76155,OTHER,,2018,SB,4071820171419814358,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700599,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700623,23,SB23.728529,1171767,ORG,ORGANIZATION,,COMMONWEALTH OF PENNSYLVANIA,PA,,,,FACILITY RENTAL,,,2017-04-24 00:00:00,10750.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,HARRISBURG,17110,ADMINISTRATIVE,,2018,SB,4071820171419814502,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700623,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700689,23,SB23.728530,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-24 00:00:00,15.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814896,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700689,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700689,23,SB23.728531,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-24 00:00:00,15.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814898,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700689,Operating Expenditures
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",2017,Q2,201707159066700689,23,SB23.728532,1171767,ORG,ORGANIZATION,,STRIPE,CA,,,,MERCHANT FEES,,,2017-04-24 00:00:00,30.00,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-24 13:22:51.663892,,,,0.00,F3P,4071520171418907305,SAN FRANCISCO,94110,OTHER,,2018,SB,4071820171419814900,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066700689,Operating Expenditures
