State,raceYear,AreaNumber,RepVotes,RepStatus,DemVotes,DemStatus,Dem Vote %,Winner
California,1988,28,28645,Challenger,109801,Incumbent,0.793096225,D
California,1988,29,14543,Challenger,88169,Incumbent,0.858409923,D
California,1988,30,43833,Challenger,72253,Incumbent,0.622409248,D
California,1988,31,36017,Challenger,100919,Incumbent,0.736979319,D
California,1988,32,50710,Challenger,114666,Incumbent,0.693365422,D
California,1988,33,151704,Incumbent,57586,Challenger,0.275149314,R
California,1988,34,50954,Challenger,92087,Incumbent,0.643780455,D
California,1988,35,181203,Incumbent,71186,Challenger,0.282048742,R
California,1988,36,81413,Challenger,103493,Incumbent,0.559706013,D
California,1988,37,174284,Incumbent,89666,Challenger,0.339708278,R
California,1988,38,87690,Incumbent,52399,Challenger,0.374040788,R
California,1988,39,169360,Incumbent,52162,Challenger,0.235470969,R
California,1988,40,181269,Challenger,80782,Challenger,0.308268238,R
California,1988,41,187380,Incumbent,88192,Challenger,0.320032514,R
California,1988,42,153280,Challenger,78778,Challenger,0.339475476,R
California,1988,43,202478,Incumbent,72499,Challenger,0.263654778,R
California,1988,44,55511,Challenger,90796,Incumbent,0.620585481,D
California,1988,45,166451,Incumbent,54012,Challenger,0.244993491,R
California,1990,1,99782,Challenger,96468,Incumbent,0.491556688,R
California,1990,2,133315,Incumbent,65333,Challenger,0.328888285,R
California,1990,3,76148,Challenger,132143,Incumbent,0.634415313,D
California,1990,4,82738,Challenger,115090,Incumbent,0.581768,D
California,1990,5,35671,Challenger,120633,Incumbent,0.771784471,D
California,1990,6,64402,Challenger,137306,Incumbent,0.68071668,D
California,1990,7,79031,Challenger,121080,Incumbent,0.605064189,D
California,1990,8,75544,Challenger,119645,Incumbent,0.612969993,D
California,1990,9,67412,Challenger,94739,Incumbent,0.58426405,D
California,1990,10,48747,Challenger,81875,Incumbent,0.626808654,D
California,1990,11,45818,Challenger,105029,Incumbent,0.696261775,D
California,1990,12,125157,Incumbent,69270,Challenger,0.356277677,R
California,1990,13,59773,Challenger,97286,Incumbent,0.619423274,D
California,1990,14,128039,Challenger,120742,Challenger,0.485334491,R
California,1990,15,49634,Challenger,97147,Challenger,0.661849967,D
California,1990,16,39885,Challenger,134236,Incumbent,0.770935154,D
California,1990,17,68848,Incumbent,82611,Challenger,0.545434738,D
California,1990,18,0,0,98804,Incumbent,1,D
California,1990,19,94599,Incumbent,76991,Challenger,0.448691649,R
California,1990,20,112962,Incumbent,65101,Challenger,0.365606555,R
California,1990,21,118326,Incumbent,68921,Challenger,0.368075323,R
California,1990,22,108634,Incumbent,61630,Challenger,0.361967298,R
California,1990,23,57118,Challenger,103141,Incumbent,0.64358944,D
California,1990,24,26607,Challenger,71562,Incumbent,0.728967393,D
California,1990,25,17021,Challenger,48120,Incumbent,0.73870527,D
California,1990,26,44492,Challenger,78031,Incumbent,0.63686818,D
California,1990,27,58140,Challenger,90857,Incumbent,0.609790801,D
California,1990,28,21245,Challenger,69482,Incumbent,0.765835969,D
California,1990,29,12054,Challenger,51350,Challenger,0.809885812,D
California,1990,30,28914,Challenger,45456,Incumbent,0.611214199,D
California,1990,31,27593,Challenger,56394,Incumbent,0.671461059,D
California,1990,32,42692,Challenger,68268,Incumbent,0.615248738,D
California,1990,33,101336,Incumbent,49981,Challenger,0.330306575,R
California,1990,34,36024,Challenger,55646,Incumbent,0.607025199,D
California,1990,35,121602,Incumbent,66100,Challenger,0.352153946,R
California,1990,36,64961,Challenger,72409,Incumbent,0.527109267,D
California,1990,37,115469,Incumbent,103961,Challenger,0.473777514,R
California,1990,38,60561,Incumbent,43693,Challenger,0.419101425,R
California,1990,39,113849,Incumbent,53670,Challenger,0.320381569,R
California,1990,40,142299,Incumbent,68087,Challenger,0.323628949,R
California,1990,41,105723,Incumbent,93586,Challenger,0.469552303,R
California,1990,42,109353,Incumbent,67189,Challenger,0.380583657,R
California,1990,43,151206,Incumbent,0,0,0,R
California,1990,44,50377,Challenger,48712,Incumbent,0.491598462,R
California,1990,45,123591,Incumbent,0,0,0,R
California,1992,1,"113,266",Incumbent,"119,676",Challenger,0.51375879,D
California,1992,2,"167,247",Incumbent,"71,780",Challenger,0.300300803,R
California,1992,3,"96,092",Challenger,"122,149",Incumbent,0.559697765,D
California,1992,4,"141,155",Incumbent,"129,489",Challenger,0.478447703,R
California,1992,5,"58,698",Challenger,"158,250",Incumbent,0.729437469,D
California,1992,6,"98,171",Challenger,"190,322",Challenger,0.659710981,D
California,1992,7,"54,822",Challenger,"153,320",Incumbent,0.736612505,D
California,1992,8,"25,693",Challenger,"191,906",Incumbent,0.881925009,D
California,1992,9,"53,707",Challenger,"164,265",Incumbent,0.753605968,D
California,1992,10,"145,702",Challenger,"134,635",Challenger,0.480261257,R
California,1992,11,"94,453",Challenger,"90,539",Challenger,0.489421164,R
California,1992,12,"53,278",Challenger,"157,205",Incumbent,0.74687742,D
California,1992,13,"64,953",Challenger,"123,795",Challenger,0.655874499,D
California,1992,14,"101,202",Challenger,"146,873",Challenger,0.592050791,D
California,1992,15,"82,875",Challenger,"168,617",Incumbent,0.670466655,D
California,1992,16,"49,843",Challenger,"96,661",Incumbent,0.659784033,D
California,1992,17,"49,947",Challenger,"151,565",Incumbent,0.75213883,D
California,1992,18,0,0,"139,704",Incumbent,1,D
California,1992,19,"100,590",Challenger,"101,619",Incumbent,0.502544397,D
California,1992,20,"39,388",Challenger,"72,679",Incumbent,0.648531682,D
California,1992,21,"127,758",Incumbent,"68,058",Challenger,0.347560976,R
California,1992,22,"131,242",Challenger,"87,328",Challenger,0.399542481,R
California,1992,23,"115,504",Incumbent,"88,225",Challenger,0.433050768,R
California,1992,24,"99,835",Challenger,"141,742",Incumbent,0.58673632,D
California,1992,25,"113,611",Challenger,"72,233",Challenger,0.388675448,R
California,1992,26,"36,453",Challenger,"73,807",Incumbent,0.669390531,D
California,1992,27,"105,521",Incumbent,"83,805",Challenger,0.442649187,R
California,1992,28,"122,353",Incumbent,"76,525",Challenger,0.384783636,R
California,1992,29,"67,141",Challenger,"160,312",Incumbent,0.704813742,D
California,1992,30,"20,034",Challenger,"48,800",Challenger,0.708951971,D
California,1992,31,"40,873",Challenger,"68,324",Incumbent,0.625694845,D
California,1992,32,0,0,"150,644",Incumbent,1,D
California,1992,33,"15,428",Challenger,"32,010",Challenger,0.674775496,D
California,1992,34,"50,907",Challenger,"91,738",Incumbent,0.643121035,D
California,1992,35,"17,417",Challenger,"102,941",Incumbent,0.855290051,D
California,1992,36,"109,684",Challenger,"125,751",Challenger,0.534121944,D
California,1992,37,0,0,"97,159",Challenger,1,D
California,1992,38,"92,038",Challenger,"82,108",Challenger,0.47148944,R
California,1992,39,"122,472",Challenger,"81,728",Challenger,0.400235064,R
California,1992,40,"129,563",Incumbent,"63,881",Challenger,0.330229937,R
California,1992,41,"101,753",Challenger,"58,777",Challenger,0.3661434,R
California,1992,42,"69,251",Challenger,"79,780",Incumbent,0.535324865,D
California,1992,43,"88,987",Challenger,"88,468",Challenger,0.498537657,R
California,1992,44,"110,333",Incumbent,"81,693",Challenger,0.425426765,R
California,1992,45,"123,731",Incumbent,"88,508",Challenger,0.417020435,R
California,1992,46,"55,659",Incumbent,"45,435",Challenger,0.449433201,R
California,1992,47,"165,004",Incumbent,"76,924",Challenger,0.317962369,R
California,1992,48,"140,935",Incumbent,"67,415",Challenger,0.323566115,R
California,1992,49,"106,170",Challenger,"127,280",Challenger,0.545213108,D
California,1992,50,"39,531",Challenger,"77,293",Challenger,0.661619188,D
California,1992,51,"141,890",Incumbent,"85,148",Challenger,0.37503854,R
California,1992,52,"112,995",Incumbent,"88,076",Challenger,0.438034326,R
California,1994,1,"106,870",Challenger,"93,717",Incumbent,0.467213728,R
California,1994,2,"137,864",Incumbent,"55,959",Challenger,0.288711866,R
California,1994,3,"89,964",Challenger,"97,093",Incumbent,0.519055689,D
California,1994,4,"144,936",Incumbent,"82,505",Challenger,0.362753417,R
California,1994,5,"52,905",Challenger,"125,042",Incumbent,0.702692375,D
California,1994,6,"88,940",Challenger,"137,642",Incumbent,0.607471026,D
California,1994,7,"45,698",Challenger,"116,105",Incumbent,0.717570132,D
California,1994,8,"30,528",Challenger,"137,642",Incumbent,0.818469406,D
California,1994,9,"40,448",Challenger,"129,233",Incumbent,0.761623281,D
California,1994,10,"138,916",Incumbent,"90,523",Challenger,0.394540597,R
California,1994,11,"99,302",Incumbent,"55,794",Challenger,0.359738485,R
California,1994,12,"57,228",Challenger,"118,408",Incumbent,0.674167027,D
California,1994,13,"45,555",Challenger,"97,344",Incumbent,0.681208406,D
California,1994,14,"78,475",Challenger,"120,713",Incumbent,0.606025463,D
California,1994,15,"80,266",Challenger,"119,921",Incumbent,0.599044893,D
California,1994,16,"40,409",Challenger,"74,935",Challenger,0.649665349,D
California,1994,17,"74,380",Challenger,"87,222",Challenger,0.539733419,D
California,1994,18,"44,046",Challenger,"91,105",Incumbent,0.674097861,D
California,1994,19,"104,435",Challenger,"72,912",Incumbent,0.41112621,R
California,1994,20,"43,836",Challenger,"57,394",Incumbent,0.566966314,D
California,1994,21,"116,874",Incumbent,"47,517",Challenger,0.289048671,R
California,1994,22,"102,987",Challenger,"101,424",Challenger,0.49617682,R
California,1994,23,"114,043",Incumbent,"47,345",Challenger,0.29336134,R
California,1994,24,"91,806",Challenger,"95,342",Incumbent,0.509447069,D
California,1994,25,"110,301",Incumbent,"53,445",Challenger,0.326389652,R
California,1994,26,"28,423",Challenger,"55,145",Incumbent,0.659881773,D
California,1994,27,"88,341",Incumbent,"70,267",Challenger,0.443023051,R
California,1994,28,"110,179",Incumbent,"50,022",Challenger,0.312245242,R
California,1994,29,"53,801",Challenger,"129,413",Incumbent,0.70634886,D
California,1994,30,"18,741",Challenger,"43,943",Incumbent,0.701024185,D
California,1994,31,"34,926",Challenger,"50,541",Incumbent,0.591351048,D
California,1994,32,"22,190",Challenger,"98,017",Incumbent,0.815401765,D
California,1994,33,0,0,"33,814",Incumbent,1,D
California,1994,34,"40,068",Challenger,"72,439",Incumbent,0.64386216,D
California,1994,35,"18,390",Challenger,"65,688",Incumbent,0.781274531,D
California,1994,36,"93,127",Challenger,"93,939",Incumbent,0.502170357,D
California,1994,37,0,0,"64,166",Incumbent,1,D
California,1994,38,"85,225",Incumbent,"53,681",Challenger,0.386455589,R
California,1994,39,"113,641",Incumbent,"49,696",Challenger,0.304254394,R
California,1994,40,"115,728",Incumbent,"48,003",Challenger,0.29318211,R
California,1994,41,"82,100",Incumbent,"50,043",Challenger,0.378703374,R
California,1994,42,"56,259",Challenger,"58,888",Incumbent,0.511415842,D
California,1994,43,"84,500",Incumbent,"59,342",Challenger,0.412549881,R
California,1994,44,"95,521",Challenger,"65,370",Challenger,0.406299917,R
California,1994,45,"124,875",Incumbent,"55,849",Challenger,0.309029238,R
California,1994,46,"50,616",Incumbent,"33,004",Challenger,0.394690265,R
California,1994,47,"154,071",Incumbent,"53,669",Challenger,0.258346972,R
California,1994,48,"143,570",Incumbent,"43,523",Challenger,0.232627624,R
California,1994,49,"90,283",Challenger,"85,597",Challenger,0.486678417,R
California,1994,50,"36,955",Challenger,"59,214",Incumbent,0.615728561,D
California,1994,51,"138,547",Incumbent,"57,374",Challenger,0.292842523,R
California,1994,52,"109,201",Incumbent,"53,024",Challenger,0.326854677,R
California,1996,1,"110,242",Incumbent,"96,522",Challenger,0.466822077,R
California,1996,2,"144,913",Incumbent,"80,401",Challenger,0.356839788,R
California,1996,3,"91,134",Challenger,"118,663",Incumbent,0.56560866,D
California,1996,4,"164,048",Incumbent,"97,948",Challenger,0.373853036,R
California,1996,5,"52,940",Challenger,"142,618",Incumbent,0.729287475,D
California,1996,6,"86,278",Challenger,"156,958",Incumbent,0.645290993,D
California,1996,7,"42,542",Challenger,"137,089",Incumbent,0.763170054,D
California,1996,8,"25,739",Challenger,"175,216",Incumbent,0.871916598,D
California,1996,9,"37,126",Challenger,"154,806",Incumbent,0.806566909,D
California,1996,10,"133,633",Incumbent,"137,726",Challenger,0.50754167,D
California,1996,11,"107,477",Incumbent,"65,536",Challenger,0.378792345,R
California,1996,12,"49,278",Challenger,"149,052",Incumbent,0.75153532,D
California,1996,13,"53,385",Challenger,"114,408",Incumbent,0.681840124,D
California,1996,14,"71,573",Challenger,"149,313",Incumbent,0.675973126,D
California,1996,15,"132,737",Incumbent,"79,048",Challenger,0.373246453,R
California,1996,16,"43,197",Challenger,"94,020",Incumbent,0.685192068,D
California,1996,17,"73,856",Challenger,"115,116",Incumbent,0.609169612,D
California,1996,18,"52,695",Challenger,"108,827",Incumbent,0.673759612,D
California,1996,19,"137,402",Incumbent,"58,452",Challenger,0.298446802,R
California,1996,20,"45,276",Challenger,"65,381",Incumbent,0.590843779,D
California,1996,21,"125,916",Incumbent,"50,694",Challenger,0.287039239,R
California,1996,22,"107,987",Incumbent,"118,299",Challenger,0.522785325,D
California,1996,23,"118,880",Incumbent,"70,035",Challenger,0.370722283,R
California,1996,24,"93,629",Challenger,"106,193",Challenger,0.53143798,D
California,1996,25,"122,428",Incumbent,"65,089",Challenger,0.347109862,R
California,1996,26,"29,332",Challenger,"67,525",Incumbent,0.697161795,D
California,1996,27,"95,310",Challenger,"82,014",Challenger,0.462509305,R
California,1996,28,"113,389",Incumbent,"69,037",Challenger,0.37843838,R
California,1996,29,"52,857",Challenger,"145,278",Incumbent,0.733227345,D
California,1996,30,"15,078",Challenger,"58,283",Incumbent,0.794468451,D
California,1996,31,"28,705",Challenger,"69,285",Incumbent,0.707061945,D
California,1996,32,"18,768",Challenger,"124,712",Incumbent,0.869194313,D
California,1996,33,"8,147",Challenger,"47,478",Incumbent,0.853537079,D
California,1996,34,"36,852",Challenger,"94,730",Incumbent,0.719931298,D
California,1996,35,"13,116",Challenger,"92,762",Incumbent,0.876121574,D
California,1996,36,"98,538",Challenger,"117,752",Incumbent,0.544417218,D
California,1996,37,"15,399",Challenger,"87,247",Challenger,0.849979541,D
California,1996,38,"88,136",Incumbent,"71,627",Challenger,0.448332843,R
California,1996,39,"120,761",Incumbent,"61,392",Challenger,0.337035349,R
California,1996,40,"98,821",Incumbent,"44,102",Challenger,0.308571748,R
California,1996,41,"83,934",Incumbent,"47,346",Challenger,0.360648995,R
California,1996,42,"51,170",Challenger,"52,166",Incumbent,0.50481923,D
California,1996,43,"97,247",Incumbent,"67,422",Challenger,0.409439542,R
California,1996,44,"110,643",Incumbent,"73,844",Challenger,0.400266685,R
California,1996,45,"125,326",Incumbent,"68,312",Challenger,0.352781995,R
California,1996,46,"46,980",Incumbent,"47,964",Challenger,0.505182002,D
California,1996,47,"160,078",Incumbent,"70,362",Challenger,0.305337615,R
California,1996,48,"145,814",Incumbent,"59,558",Challenger,0.290000584,R
California,1996,49,"108,806",Incumbent,"86,657",Challenger,0.443342218,R
California,1996,50,"38,351",Challenger,"73,200",Incumbent,0.656202096,D
California,1996,51,"149,032",Incumbent,"66,250",Challenger,0.3077359,R
California,1996,52,"116,746",Incumbent,"53,104",Challenger,0.31265234,R
California,1998,1,"64,622",Challenger,"121,713",Challenger,0.653194515,D
California,1998,2,"128,372",Incumbent,"70,837",Challenger,0.355591364,R
California,1998,3,"100,621",Challenger,"86,471",Challenger,0.46218438,R
California,1998,4,"155,306",Incumbent,"85,394",Challenger,0.354773577,R
California,1998,5,"47,307",Challenger,"130,715",Incumbent,0.734263181,D
California,1998,6,"69,295",Challenger,"158,446",Incumbent,0.69572892,D
California,1998,7,"38,290",Challenger,"125,842",Incumbent,0.766712159,D
California,1998,8,"20,781",Challenger,"148,027",Incumbent,0.876895645,D
California,1998,9,"22,431",Challenger,"140,722",Challenger,0.862515553,D
California,1998,10,"103,299",Challenger,"127,134",Incumbent,0.551717853,D
California,1998,11,"95,496",Incumbent,"56,345",Challenger,0.371078958,R
California,1998,12,"36,562",Challenger,"128,135",Incumbent,0.778004457,D
California,1998,13,"38,050",Challenger,"101,671",Incumbent,0.727671574,D
California,1998,14,"53,719",Challenger,"129,663",Incumbent,0.707065034,D
California,1998,15,"111,876",Incumbent,"70,059",Challenger,0.385077088,R
California,1998,16,"27,494",Challenger,"85,503",Incumbent,0.756683806,D
California,1998,17,"52,470",Challenger,"103,719",Incumbent,0.664060849,D
California,1998,18,0,0,"118,842",Incumbent,1,D
California,1998,19,"131,105",Incumbent,0,0,0,R
California,1998,20,"39,183",Challenger,"60,599",Incumbent,0.607313944,D
California,1998,21,"115,989",Incumbent,0,0,0,R
California,1998,22,"86,921",Challenger,"111,388",Challenger,0.561689081,D
California,1998,23,"96,362",Incumbent,"64,068",Challenger,0.399351742,R
California,1998,24,"69,501",Challenger,"103,491",Incumbent,0.598241537,D
California,1998,25,"114,013",Incumbent,0,0,0,R
California,1998,26,0,0,"69,000",Incumbent,1,D
California,1998,27,"80,702",Incumbent,"73,875",Challenger,0.477917155,R
California,1998,28,"90,607",Incumbent,"61,721",Challenger,0.405184864,R
California,1998,29,"40,282",Challenger,"131,561",Incumbent,0.765588357,D
California,1998,30,"13,441",Challenger,"58,230",Incumbent,0.812462502,D
California,1998,31,"19,786",Challenger,"61,173",Incumbent,0.755604689,D
California,1998,32,"14,622",Challenger,"112,253",Incumbent,0.884752709,D
California,1998,33,"6,364",Challenger,"43,310",Incumbent,0.871884688,D
California,1998,34,"32,321",Challenger,"76,471",Challenger,0.70291014,D
California,1998,35,0,0,"78,732",Challenger,1,D
California,1998,36,"88,843",Challenger,"84,624",Challenger,0.487839186,R
California,1998,37,"12,301",Challenger,"70,026",Incumbent,0.850583648,D
California,1998,38,"71,386",Incumbent,"59,767",Challenger,0.455704406,R
California,1998,39,"97,366",Incumbent,"52,815",Challenger,0.351675645,R
California,1998,40,"97,406",Incumbent,"47,897",Challenger,0.329635314,R
California,1998,41,"68,310",Challenger,"52,264",Challenger,0.43345995,R
California,1998,42,"45,328",Challenger,"62,207",Incumbent,0.578481425,D
California,1998,43,"83,012",Incumbent,"56,373",Challenger,0.404440937,R
California,1998,44,"97,013",Incumbent,"57,697",Challenger,0.372936462,R
California,1998,45,"94,296",Incumbent,"60,022",Challenger,0.38895009,R
California,1998,46,"33,388",Challenger,"47,964",Incumbent,0.589585997,D
California,1998,47,"132,711",Incumbent,"57,938",Challenger,0.303898788,R
California,1998,48,"138,948",Incumbent,0,0,0,R
California,1998,49,"90,516",Incumbent,"86,400",Challenger,0.488367361,R
California,1998,50,0,0,"77,354",Incumbent,1,D
California,1998,51,"126,229",Incumbent,"71,706",Challenger,0.362270442,R
California,1998,52,"116,251",Incumbent,0,0,0,R
California,2000,1,"66,987",Challenger,"155,638",Incumbent,0.699103874,D
California,2000,2,"168,172",Incumbent,"72,075",Challenger,0.300003746,R
California,2000,3,"129,254",Incumbent,"93,067",Challenger,0.418615425,R
California,2000,4,"197,503",Incumbent,"97,974",Challenger,0.331579108,R
California,2000,5,"55,945",Challenger,"147,025",Incumbent,0.724368133,D
California,2000,6,"80,169",Challenger,"182,116",Incumbent,0.694343939,D
California,2000,7,"44,154",Challenger,"159,692",Incumbent,0.783395308,D
California,2000,8,"25,298",Challenger,"181,847",Incumbent,0.877872988,D
California,2000,9,"21,033",Challenger,"182,352",Incumbent,0.896585294,D
California,2000,10,"134,863",Challenger,"160,429",Incumbent,0.543289354,D
California,2000,11,"120,635",Incumbent,"79,539",Challenger,0.397349306,R
California,2000,12,"44,162",Challenger,"158,404",Incumbent,0.781987105,D
California,2000,13,"44,499",Challenger,"129,012",Incumbent,0.743537874,D
California,2000,14,"59,338",Challenger,"161,720",Incumbent,0.731572709,D
California,2000,15,"99,866",Challenger,"128,545",Challenger,0.562779376,D
California,2000,16,"37,213",Challenger,"115,118",Incumbent,0.755709606,D
California,2000,17,"51,557",Challenger,"143,219",Incumbent,0.735301064,D
California,2000,18,"56,465",Challenger,"121,003",Incumbent,0.681829964,D
California,2000,19,"144,517",Incumbent,"70,578",Challenger,0.328124782,R
California,2000,20,"57,563",Challenger,"66,235",Incumbent,0.535024798,D
California,2000,21,"142,539",Incumbent,"49,318",Challenger,0.257056037,R
California,2000,22,"113,094",Challenger,"135,538",Incumbent,0.545134979,D
California,2000,23,"119,479",Incumbent,"89,918",Challenger,0.429413984,R
California,2000,24,"70,169",Challenger,"155,398",Incumbent,0.688921695,D
California,2000,25,"138,628",Incumbent,"73,921",Challenger,0.347783335,R
California,2000,26,0,0,"96,500",Incumbent,1,D
California,2000,27,"94,518",Incumbent,"113,708",Challenger,0.54607974,D
California,2000,28,"116,557",Incumbent,"81,804",Challenger,0.412399615,R
California,2000,29,"45,784",Challenger,"180,295",Incumbent,0.797486719,D
California,2000,30,"11,788",Challenger,"83,223",Incumbent,0.875930155,D
California,2000,31,0,0,"89,600",Challenger,1,D
California,2000,32,"19,924",Challenger,"137,447",Incumbent,0.873394717,D
California,2000,33,"8,260",Challenger,"60,510",Incumbent,0.879889487,D
California,2000,34,"33,445",Challenger,"105,980",Incumbent,0.760121929,D
California,2000,35,"12,582",Challenger,"100,569",Incumbent,0.888803457,D
California,2000,36,"111,199",Incumbent,"115,651",Challenger,0.509812652,D
California,2000,37,"12,762",Challenger,"93,269",Incumbent,0.879638974,D
California,2000,38,"87,266",Incumbent,"85,498",Challenger,0.494883193,R
California,2000,39,"129,294",Incumbent,"64,938",Challenger,0.334332139,R
California,2000,40,"151,069",Incumbent,0,0,0,R
California,2000,41,"104,695",Incumbent,"66,361",Challenger,0.387948976,R
California,2000,42,"53,239",Challenger,"90,585",Incumbent,0.629832295,D
California,2000,43,"140,201",Incumbent,0,0,0,R
California,2000,44,"123,738",Incumbent,"79,302",Challenger,0.390573286,R
California,2000,45,"136,275",Incumbent,"71,066",Challenger,0.342749384,R
California,2000,46,"40,928",Challenger,"70,381",Incumbent,0.632302869,D
California,2000,47,"181,365",Incumbent,"83,186",Challenger,0.314442206,R
California,2000,48,"160,627",Challenger,"74,073",Challenger,0.315607158,R
California,2000,49,"105,515",Incumbent,"113,400",Challenger,0.518009273,D
California,2000,50,"38,526",Challenger,"95,191",Incumbent,0.711884054,D
California,2000,51,"172,291",Incumbent,"81,408",Challenger,0.320884197,R
California,2000,52,"131,345",Incumbent,"63,537",Challenger,0.326028058,R
California,2002,1,60013,Challenger,118669,Incumbent,0.664135168,D
California,2002,2,117747,Incumbent,52455,Challenger,0.308192618,R
California,2002,3,121732,Incumbent,67136,Challenger,0.355465193,R
California,2002,4,147997,Incumbent,72860,Challenger,0.329896721,R
California,2002,5,34749,Challenger,92726,Incumbent,0.727405374,D
California,2002,6,62052,Challenger,139750,Incumbent,0.692510481,D
California,2002,7,36584,Challenger,97849,Incumbent,0.727864438,D
California,2002,8,20063,Challenger,127684,Incumbent,0.864207057,D
California,2002,9,25333,Challenger,135893,Incumbent,0.842872738,D
California,2002,10,0,0,126390,Incumbent,1,D
California,2002,11,104921,Incumbent,69035,Challenger,0.396853227,R
California,2002,12,38381,Challenger,105597,Incumbent,0.733424551,D
California,2002,13,26852,Challenger,86495,Incumbent,0.763099156,D
California,2002,14,48346,Challenger,117055,Incumbent,0.707704307,D
California,2002,15,41251,Challenger,87482,Incumbent,0.679561573,D
California,2002,16,32182,Challenger,72370,Incumbent,0.692191445,D
California,2002,17,40334,Challenger,101632,Incumbent,0.71588972,D
California,2002,18,47528,Challenger,56181,Challenger,0.541717691,D
California,2002,19,106209,Incumbent,47403,Challenger,0.308589173,R
California,2002,20,25628,Challenger,47627,Incumbent,0.650153573,D
California,2002,21,87544,Challenger,32584,Challenger,0.271244006,R
California,2002,22,120473,Incumbent,38988,Challenger,0.244498655,R
California,2002,23,62604,Challenger,95752,Incumbent,0.604662911,D
California,2002,24,120585,Incumbent,58755,Challenger,0.327617932,R
California,2002,25,80775,Incumbent,38674,Challenger,0.323769977,R
California,2002,26,95360,Challenger,50081,Challenger,0.344338942,R
California,2002,27,48996,Challenger,79815,Incumbent,0.619628758,D
California,2002,28,23926,Challenger,73771,Incumbent,0.755099952,D
California,2002,29,40616,Challenger,76036,Incumbent,0.651819086,D
California,2002,30,54989,Challenger,130604,Incumbent,0.703711886,D
California,2002,31,12674,Challenger,54569,Incumbent,0.811519415,D
California,2002,32,23366,Challenger,58530,Incumbent,0.71468692,D
California,2002,33,16699,Challenger,97779,Incumbent,0.854129178,D
California,2002,34,17090,Challenger,48734,Incumbent,0.740368255,D
California,2002,35,18094,Challenger,72401,Incumbent,0.800055252,D
California,2002,36,50328,Challenger,88198,Incumbent,0.636689141,D
California,2002,37,20154,Challenger,63445,Incumbent,0.758920561,D
California,2002,38,23126,Challenger,62600,Incumbent,0.730233535,D
California,2002,39,38925,Challenger,52256,Challenger,0.573101852,D
California,2002,40,92422,Incumbent,40265,Challenger,0.303458515,R
California,2002,41,91326,Incumbent,40155,Challenger,0.305405344,R
California,2002,42,98476,Incumbent,42090,Challenger,0.299432295,R
California,2002,43,20821,Challenger,45374,Incumbent,0.685459627,D
California,2002,44,76686,Incumbent,38021,Challenger,0.331461899,R
California,2002,45,87101,Incumbent,43692,Challenger,0.334054575,R
California,2002,46,108807,Incumbent,60890,Challenger,0.358816007,R
California,2002,47,24346,Challenger,42501,Incumbent,0.635795174,D
California,2002,48,122884,Incumbent,51058,Challenger,0.293534626,R
California,2002,49,94594,Incumbent,0,0,0,R
California,2002,50,111095,Incumbent,55855,Challenger,0.334561246,R
California,2002,51,40430,Challenger,59541,Incumbent,0.595582719,D
California,2002,52,118561,Incumbent,43526,Challenger,0.268534799,R
California,2002,53,43891,Challenger,72252,Incumbent,0.622095176,D
California,2004,1,79970,Challenger,189366,Incumbent,0.703084623,D
California,2004,2,182119,Incumbent,90310,Challenger,0.331499216,R
California,2004,3,177738,Challenger,100025,Challenger,0.360109158,R
California,2004,4,221926,Incumbent,117443,Challenger,0.34606284,R
California,2004,5,45120,Challenger,138004,Incumbent,0.753609576,D
California,2004,6,85244,Challenger,226423,Incumbent,0.726490132,D
California,2004,7,52446,Challenger,166831,Challenger,0.760823069,D
California,2004,8,31074,Challenger,224017,Incumbent,0.878184648,D
California,2004,9,31278,Challenger,215630,Incumbent,0.873321237,D
California,2004,10,95349,Challenger,182750,Incumbent,0.657140083,D
California,2004,11,163582,Incumbent,103587,Challenger,0.387720881,R
California,2004,12,52593,Incumbent,171852,Incumbent,0.765675332,D
California,2004,13,48439,Challenger,144605,Incumbent,0.74907793,D
California,2004,14,69564,Challenger,182712,Incumbent,0.724254388,D
California,2004,15,59953,Challenger,154385,Incumbent,0.720287583,D
California,2004,16,47992,Challenger,129222,Incumbent,0.729186182,D
California,2004,17,65117,Challenger,148958,Incumbent,0.695821558,D
California,2004,18,49973,Challenger,103732,Incumbent,0.6748772,D
California,2004,19,155354,Incumbent,64047,Challenger,0.291917539,R
California,2004,20,53231,Challenger,61005,Challenger,0.534026051,D
California,2004,21,140721,Incumbent,51594,Challenger,0.268278605,R
California,2004,22,209384,Incumbent,0,0,0,R
California,2004,23,83926,Challenger,153980,Incumbent,0.647230419,D
California,2004,24,178660,Incumbent,96397,Challenger,0.350461904,R
California,2004,25,145575,Incumbent,80395,Challenger,0.355777316,R
California,2004,26,134596,Incumbent,107522,Challenger,0.444089246,R
California,2004,27,66946,Challenger,125296,Incumbent,0.651761842,D
California,2004,28,37868,Challenger,115303,Incumbent,0.752773045,D
California,2004,29,62871,Challenger,133670,Incumbent,0.680112546,D
California,2004,30,87465,Challenger,216682,Incumbent,0.712425242,D
California,2004,31,22048,Challenger,89363,Incumbent,0.802102126,D
California,2004,32,0,0,119144,Incumbent,1,D
California,2004,33,0,0,166801,Incumbent,1,D
California,2004,34,28175,Challenger,82282,Incumbent,0.744923364,D
California,2004,35,23591,Challenger,125949,Incumbent,0.842242878,D
California,2004,36,81666,Challenger,151208,Incumbent,0.649312504,D
