,State,cycle,AreaNumber,alpha,beta
533,GA,1990,3,51.297402587858876,80.8172589383706
534,GA,1990,4,28.525064996743378,24.075102782965825
535,GA,1990,5,84.182626664305999,29.183245626722123
536,GA,1990,6,19.01452800043398,35.362692500505645
537,GA,1990,7,41.298942871870146,45.843848408110084
538,GA,1990,8,25.023480411791798,32.052816207276067
539,GA,1990,9,7.6746835754379878,9.9292277642411033
540,GA,1990,10,23.482212989925401,31.537549452169042
541,GA,1990,11,5.9253717346520007,5.7656705712512712
542,GA,2000,1,59.149510482361059,135.53671798048862
543,GA,2000,2,39.956430164954476,22.641897384421149
544,GA,2000,3,8.2843310140667015,11.386752470495853
545,GA,2000,4,61.526541989362656,23.369869217454777
546,GA,2000,5,181.18800452045568,64.591053407599546
547,GA,2000,6,29.980028189954769,81.99580703091884
548,GA,2000,7,21.871242681389738,49.683473690762405
549,GA,2000,8,5.9550229318429384,8.8426797854698034
550,GA,2000,9,52.702105505050646,156.65239071767849
551,GA,2000,10,66.328615915171241,122.54002236950464
552,GA,2000,11,20.387105758057121,33.689531573668489
553,GA,2000,12,30.557966757871256,26.133863859374159
554,GA,2000,13,83.618187811803182,41.15485377547094
555,GA,2010,1,198.9365565111473,324.92168632958004
556,GA,2010,2,238.04384706389752,149.71666805905667
557,GA,2010,3,167.48060972475514,361.627160707565
558,GA,2010,4,312.14063275302914,106.00943953293276
559,GA,2010,5,271.25486995018849,50.074689981203967
560,GA,2010,6,139.47522235169814,248.77863662297963
561,GA,2010,7,134.21991449798057,225.07510429618091
562,GA,2010,8,173.21174884703865,362.10152838274951
563,GA,2010,9,61.321632519781872,221.3528321590116
564,GA,2010,10,182.35132362216328,362.34344909904081
565,GA,2010,11,165.53790541976451,351.2554211698091
566,GA,2010,12,43.065853199670535,51.001392440985647
567,GA,2010,13,355.65747540817432,140.07046046656373
568,GA,2010,14,130.35651033243866,351.93067361199371
569,HI,1970,1,11.339164408939402,5.9692394228960817
570,HI,1970,2,11.833369181288067,4.3858580894663675
571,HI,1980,1,6.8359506401163914,5.1948262928983597
572,HI,1980,2,47.215723690048868,14.313886035860133
573,HI,1990,1,22.254133618912142,12.898877580749222
574,HI,1990,2,51.840645984365331,21.289303473241496
575,HI,2000,1,21.689031940056381,9.9985639622326641
576,HI,2000,2,27.862471059862649,13.708644511435223
577,HI,2010,1,20.322897633142468,13.079748671136217
578,HI,2010,2,303.27916426330142,71.830848275012499
579,ID,1970,1,54.854445060133429,71.020296175701873
580,ID,1970,2,19.316524819689974,27.626938975484663
581,ID,1980,1,15.315965401638321,23.394020673800206
582,ID,1980,2,30.830041314545287,24.032440595750938
583,ID,1990,1,17.117284933337405,19.862317130919255
584,ID,1990,2,14.36751553038539,29.257668369325103
585,ID,2000,1,24.424371433929927,32.908331586873231
586,ID,2000,2,42.770226258913652,99.8198158961508
587,ID,2010,1,145.10520194301694,291.8016114300184
588,ID,2010,2,94.579454814115536,174.83280783945858
589,IL,1970,1,5.7825904309217426,0.90118658820174169
590,IL,1970,2,32.614683470608355,5.9088986636846821
591,IL,1970,3,13.433291753999528,10.241265661353859
592,IL,1970,4,29.480871517126012,57.430526082676472
593,IL,1970,5,40.117479806744768,10.099804698005872
594,IL,1970,6,27.851958004900304,44.799544750525818
595,IL,1970,7,59.620322063588482,10.218938562836064
596,IL,1970,8,38.158222854376163,8.1799069423065234
597,IL,1970,9,74.792969264522597,28.893808640436244
598,IL,1970,10,41.167232064158291,45.040935544450967
599,IL,1970,11,27.353924430002412,13.276647591323684
600,IL,1970,12,12.394194145831332,33.267512164750499
601,IL,1970,13,22.339327429418731,37.957329439683562
602,IL,1970,14,21.552292189270112,58.668266664383175
603,IL,1970,15,11.000875825965679,16.094693175317264
604,IL,1970,16,36.341457073338631,76.255201345670869
605,IL,1970,17,18.919701783019775,28.802752403436667
606,IL,1970,18,32.616215427902233,51.15997754274936
607,IL,1970,19,32.005659295238893,72.066711379134276
608,IL,1970,20,20.348098323535794,34.000333107388307
609,IL,1970,21,8.6756979395059197,19.278949197443687
610,IL,1970,22,11.523999589212027,10.950213477372019
611,IL,1970,23,37.203081870853048,12.70352300725089
612,IL,1970,24,35.591109690930885,23.041516730277486
613,IL,1980,1,35.30542468371975,1.5036118745872209
614,IL,1980,2,76.450402034378371,15.665223489439217
615,IL,1980,3,65.577911980266691,31.5039197799215
616,IL,1980,4,24.158073959471086,26.32015172193276
617,IL,1980,5,54.52555895359918,25.943018942295247
618,IL,1980,6,30.598129858160817,78.099390359049238
619,IL,1980,7,83.620160472746036,18.989333829247492
620,IL,1980,8,66.04717072215125,19.459341641211719
621,IL,1980,9,118.58686729306432,53.449518906540405
622,IL,1980,10,19.908470099752371,45.562544343833395
623,IL,1980,11,38.474140051207399,20.72770613858734
624,IL,1980,12,26.507216369767256,78.790419452658384
625,IL,1980,13,45.493220245094079,102.35112125231284
626,IL,1980,14,18.981018030402367,33.661452466194305
627,IL,1980,15,46.461910832332279,111.3252511181899
628,IL,1980,16,21.005589251901217,29.449228412930708
629,IL,1980,17,47.798197926141668,32.795965256953806
630,IL,1980,18,49.860606497321925,67.355817660656655
631,IL,1980,19,26.333647770731076,17.850202544837806
632,IL,1980,20,34.432155973150095,20.258755702181499
633,IL,1980,21,36.221759400814015,25.204317959749829
634,IL,1980,22,38.348250891329577,27.110959338979207
635,IL,1990,1,42.763761266696655,7.8229434714271235
636,IL,1990,2,81.831202032907242,10.82237130746611
637,IL,1990,3,30.473813607990245,15.303217218593941
638,IL,1990,4,92.483808654356736,24.952612464861541
639,IL,1990,5,21.062450758237762,13.609681676264207
640,IL,1990,6,24.52390333794386,49.805462677080854
641,IL,1990,7,95.601226030066272,18.821905661263123
642,IL,1990,8,47.859637858944957,82.064525648976215
643,IL,1990,9,51.333374956553712,21.208687026897433
644,IL,1990,10,15.205384126125077,27.908570949133807
645,IL,1990,11,34.505327034737228,41.135184290863073
646,IL,1990,12,65.901526810800462,31.379815393983083
647,IL,1990,13,30.491598011150966,58.45627463311169
648,IL,1990,14,27.728265826901723,65.927600460342845
649,IL,1990,15,37.011385120414822,55.369219872847538
650,IL,1990,16,30.955274413458525,53.182935772991705
651,IL,1990,17,90.213070958796536,74.747782690759536
652,IL,1990,18,58.27305009721367,91.710239584654843
653,IL,1990,19,62.994632539100053,36.033654264738686
654,IL,1990,20,21.18014266104954,23.561676092740541
655,IL,2000,1,130.98475615260611,24.339565990849696
656,IL,2000,2,85.296280350775831,13.56610637994468
657,IL,2000,3,151.39543170954465,48.485660133693123
658,IL,2000,4,112.85287439870679,18.709956287932371
659,IL,2000,5,100.84809750967852,33.753070629475054
660,IL,2000,6,38.487348649765835,54.696262008961327
661,IL,2000,7,122.06365254106308,21.243278250669643
662,IL,2000,8,40.241109537628653,37.580744975498568
663,IL,2000,9,94.892641557629972,34.039062233205904
664,IL,2000,10,23.349742027456507,32.236244926146036
665,IL,2000,11,16.436191072578374,19.69653379295692
666,IL,2000,12,78.896878156493599,35.200346441907215
667,IL,2000,13,31.743216883989707,52.916145332284877
668,IL,2000,14,9.7332504369594979,14.365941335375158
669,IL,2000,15,53.578247429044268,91.141106286909292
670,IL,2000,16,55.95647380590713,115.2704914578304
671,IL,2000,17,40.612292275721089,31.365462282436368
672,IL,2000,18,36.810251519217488,77.197267151153071
673,IL,2000,19,24.573766558422168,44.442739254960223
674,IL,2010,1,340.88577547795109,121.84028847287948
675,IL,2010,2,154.28475527197972,45.650133877635646
676,IL,2010,3,267.03124284438871,133.77645099236403
677,IL,2010,4,197.46113279704213,47.054036428870631
678,IL,2010,5,269.52669575952694,118.77331254473631
679,IL,2010,6,75.18907552635352,121.95184902770309
680,IL,2010,7,172.2127102989231,28.153516889612987
681,IL,2010,8,257.82209861417306,200.43747312318479
682,IL,2010,9,360.92524880700569,183.48288769025328
683,IL,2010,10,229.2845421455367,223.43985923049019
684,IL,2010,11,155.85133989156211,115.22707016261283
685,IL,2010,12,55.984059713514384,62.837880219919867
686,IL,2010,13,75.290819862830261,96.480986333594615
687,IL,2010,14,100.40741495366223,158.23356075411962
688,IL,2010,15,73.251656981075527,184.74245931697772
689,IL,2010,16,66.549640245847939,129.16688108758117
690,IL,2010,17,154.56303221468181,119.73035681660214
691,IL,2010,18,106.67018335424225,298.49845293313462
692,IN,1970,1,25.486510836373167,10.981480436808358
693,IN,1970,2,34.801388087970004,28.115921485814578
694,IN,1970,3,32.603957944848844,25.980599292067016
695,IN,1970,4,21.669074547748924,26.937742796953518
696,IN,1970,5,35.413899645228064,58.641214404173702
697,IN,1970,6,23.832381099927243,24.798601918817084
698,IN,1970,7,36.618721917065542,57.170266369781416
699,IN,1970,8,29.569813136633616,33.787382206142567
700,IN,1970,9,70.126821494796189,36.20167857926441
701,IN,1970,10,33.736070677574602,29.432096947130333
702,IN,1970,11,48.461895595160712,39.145187876985105
703,IN,1980,1,31.968239215810794,14.378076224069956
704,IN,1980,2,77.817116052437271,58.868195333472066
705,IN,1980,3,102.62255037907062,108.63380426265898
706,IN,1980,4,10.963877280015701,16.079997517728373
707,IN,1980,5,15.765052308410063,18.244220643829216
708,IN,1980,6,32.881594080028897,72.045216080602884
709,IN,1980,7,40.759614367319244,71.007489465069412
710,IN,1980,8,63.696010343148131,53.624198614213157
711,IN,1980,9,108.94662150716829,49.089308213974483
712,IN,1980,10,78.556190681097135,47.583157434904948
713,IN,1990,1,41.389717981727856,19.088085028854834
714,IN,1990,2,24.706378178849931,29.63796173299874
715,IN,1990,3,108.12143898212811,83.974470250607581
716,IN,1990,4,14.640012089355945,18.66067257922829
717,IN,1990,5,23.415132074245083,38.462407065255277
718,IN,1990,6,27.08768555765506,85.304155808185271
719,IN,1990,7,41.924988368607366,79.08063171528508
720,IN,1990,8,88.331114243759586,93.038069170795879
721,IN,1990,9,35.121463583442058,26.389981913384933
722,IN,1990,10,68.75757496747724,49.176940959487375
723,IN,2000,1,69.243136738118309,32.181713217114577
724,IN,2000,2,22.866714164996996,20.066818193253088
725,IN,2000,3,31.122143679554227,51.54222057224122
726,IN,2000,4,23.99149605233595,50.416741739880749
727,IN,2000,5,39.488468880549448,93.461589515086416
728,IN,2000,6,52.237269386066586,99.498474848755009
729,IN,2000,7,66.735750069198957,48.406420790635799
730,IN,2000,8,17.243249461761962,16.180428937123246
731,IN,2000,9,51.134374594702642,47.41172021770543
732,IN,2010,1,249.07299358510056,132.04577812232031
733,IN,2010,2,58.210149776715745,79.269546978157877
734,IN,2010,3,54.504755192257889,136.68126504131052
735,IN,2010,4,141.57167287809563,280.0879056588044
736,IN,2010,5,92.817904966102219,167.20171369472718
737,IN,2010,6,54.048975658051447,114.92944929394717
738,IN,2010,7,166.57838829132857,107.60532581125864
739,IN,2010,8,53.885758977441391,86.506228100222643
740,IN,2010,9,72.745184586813252,105.4758807089697
741,IA,1970,1,17.12226950205914,20.51057539714142
742,IA,1970,2,40.543666005110239,39.190147075688458
743,IA,1970,3,14.462203892699472,19.851851567422159
744,IA,1970,4,42.498574563894614,25.682390343152168
745,IA,1970,5,25.600592093383082,20.032649456716111
746,IA,1970,6,24.022882707740916,15.89078843431925
747,IA,1980,1,55.093491206601406,95.475795212725757
748,IA,1980,2,42.075216827492483,58.765800803929089
749,IA,1980,3,21.525911102567644,21.203106274080493
750,IA,1980,4,80.24430576963006,40.036789207579709
751,IA,1980,5,14.015149515566586,18.279267071317122
752,IA,1980,6,7.497775050285659,8.1779539064615445
753,IA,1990,1,34.496374209286806,53.506068011460862
754,IA,1990,2,94.620468677334671,113.11140600259462
755,IA,1990,3,23.963318873964731,21.333419043719431
756,IA,1990,4,14.138905271209795,16.789339858542444
757,IA,1990,5,51.653449584690101,99.615276943521195
758,IA,2000,1,23.761636650476905,22.225697533100178
759,IA,2000,2,32.875495811122924,32.804400390117145
760,IA,2000,3,132.46426218569434,111.33322287026255
761,IA,2000,4,50.6772982872127,77.27196388664585
762,IA,2000,5,80.649231754642543,138.85214312410454
763,IA,2010,1,70.319006478832605,67.736770808284163
764,IA,2010,2,233.40382032890028,196.24556375261471
765,IA,2010,3,223.29051303943808,281.94977822926722
766,IA,2010,4,90.690285760915572,130.7658020469546
767,KS,1970,1,16.196119199703535,36.724364233673562
768,KS,1970,2,33.883948617804784,30.430298623127293
769,KS,1970,3,19.515726216264941,38.328939197443979
770,KS,1970,4,5.9538972171707254,5.4420210628835584
771,KS,1970,5,13.163349482037408,24.159092526477565
772,KS,1980,1,20.646665824455763,51.457705489884376
773,KS,1980,2,42.016923180331894,22.674047837911527
774,KS,1980,3,27.665017556070858,47.407395729479937
775,KS,1980,4,57.907078500489817,25.103053237890737
776,KS,1980,5,24.207314137456741,53.093688937170676
777,KS,1990,1,25.813983115698658,80.218655651535315
778,KS,1990,2,13.074237503842019,18.330071331306993
779,KS,1990,3,44.748240272029648,50.68896726453282
780,KS,1990,4,43.051525931668358,49.008351404799321
781,KS,2000,1,19.938971271115744,84.600563960751956
782,KS,2000,2,28.432003775270093,37.985202094690919
783,KS,2000,3,22.288495375471822,18.70863838991534
784,KS,2000,4,67.521589957915822,123.44800360399312
785,KS,2010,1,170.56351518884441,361.91378230904792
786,KS,2010,2,114.10201405292419,181.9059095629986
787,KS,2010,3,178.60453146013739,244.66462830440807
788,KS,2010,4,177.46254760971991,355.97233477591499
789,KY,1970,1,35.608391282613113,11.166820265500347
790,KY,1970,2,40.995595939098052,21.541356087226486
791,KY,1970,3,45.871848610657196,24.748971433773423
792,KY,1970,4,14.120791130219999,23.890442648600892
793,KY,1970,5,19.348339749030949,48.404758370299696
794,KY,1970,6,11.818558032242475,10.275727779665974
795,KY,1970,7,41.293908194280029,16.426475417194837
796,KY,1980,1,151.7935583151328,55.79386562005795
797,KY,1980,2,60.40549638032747,32.002283622341459
798,KY,1980,3,66.489075346990234,31.599409232408149
799,KY,1980,4,14.680036709559792,23.414683828914843
800,KY,1980,5,31.871377175385707,80.428790305416925
801,KY,1980,6,18.108135822422668,41.429293758650346
802,KY,1980,7,13.610156002854518,6.2787721210686218
803,KY,1990,1,31.613505246163889,33.417001009997698
804,KY,1990,2,12.132667078367398,16.632714966475671
805,KY,1990,3,96.417998756116589,99.421274733104767
806,KY,1990,4,9.076506508590322,13.090452729832128
807,KY,1990,5,8.943301237851756,22.049941045813682
808,KY,1990,6,24.114394323963669,22.023763782048849
809,KY,2000,1,42.907511451214688,81.678552404070061
810,KY,2000,2,18.740969068814454,31.70783528723527
811,KY,2000,3,29.151762570712091,28.472218850058194
812,KY,2000,4,21.848865391942084,30.277439856410062
813,KY,2000,5,44.548074498618277,144.70039504707546
814,KY,2000,6,61.187711138769338,43.683173765052111
815,KY,2010,1,105.02542634007591,267.39790824666039
816,KY,2010,2,152.59386313065662,324.89374575234666
817,KY,2010,3,344.40967804642486,192.25396687498207
818,KY,2010,4,77.100772308658364,161.42739482032326
819,KY,2010,5,91.50277736916459,325.77049330265629
820,KY,2010,6,77.128669534449514,105.1850122404007
821,LA,1970,1,2.6472067747263237,7.6026266701575329
822,LA,1970,2,33.35051452673661,11.261893247048953
823,LA,1970,3,19.722067121775591,32.574622078761138
824,LA,1970,4,79.635222627090442,79.312227808024446
825,LA,1970,5,83.308269362029293,75.223895392444106
826,LA,1970,6,2.7022470537980925,8.1032224657507204
827,LA,1970,7,41.177856265398809,13.306526142054139
828,LA,1970,8,45.078097983677743,13.609262577003401
829,LA,1980,1,38.329949637111476,139.86050579523763
830,LA,1980,2,33.51776818932224,5.0106324442871593
831,LA,1980,3,107.83568130486736,17.228313541433199
832,LA,1980,4,40.130834296117584,62.048265299871019
833,LA,1980,5,80.548147672780942,8.3520664927522148
834,LA,1980,6,13.010772360550794,23.748183251468109
835,LA,1980,7,154.18598200132777,95.470290544114803
836,LA,1980,8,10.062944335084239,8.9203997595213238
837,LA,1990,1,19.890395923794713,105.91213144287522
838,LA,1990,2,145.32876628603714,36.06136743310806
839,LA,1990,3,117.56113889124643,160.80076644440922
840,LA,1990,4,5.1811446310711,7.4758105289581502
841,LA,1990,5,11.251195704635041,24.445682520004727
842,LA,1990,6,9.2351476398328494,19.161735561517961
843,LA,1990,7,159.72710712551395,119.65197645643032
844,LA,2000,1,4.3094558660863376,18.485528567551665
845,LA,2000,2,11.574101958911093,4.8588802356126806
846,LA,2000,3,28.34408546367208,31.240421882767507
847,LA,2000,4,10.710235762731877,21.518271052645673
848,LA,2000,5,12.920429892990306,24.39453381627207
849,LA,2000,6,27.009281318961818,47.964468614630739
850,LA,2000,7,33.001901878794136,57.533576947153399
851,LA,2010,1,73.372749271329809,279.65835697586124
852,LA,2010,2,257.8382392621196,43.418591169963626
853,LA,2010,3,63.988918237633698,294.39797032172328
854,LA,2010,4,144.00349157462151,356.91309967404925
855,LA,2010,5,201.10470813283911,360.93956842315436
856,LA,2010,6,32.945773802832505,74.135299045329518
857,ME,1970,1,12.755634289661037,16.218029123729433
858,ME,1970,2,6.7410215491589973,14.244721269432002
859,ME,1980,1,17.740188885748026,15.918641103922852
860,ME,1980,2,9.3208028718374418,19.488848376714959
861,ME,1990,1,39.49703361723968,27.805042844720461
862,ME,1990,2,11.853256447048768,6.4993124664572548
863,ME,2000,1,72.032159277263688,47.511724630800856
864,ME,2000,2,33.518855583323628,21.500320928286477
865,ME,2010,1,128.29146793385749,75.179899039502331
866,ME,2010,2,55.013014719604449,54.673839024956742
867,MD,1970,1,16.610693437641576,22.807439866328245
868,MD,1970,2,23.066180608033161,10.22205344036141
869,MD,1970,3,45.536354684355814,14.381761078649458
870,MD,1970,4,25.56087217985176,41.386981369141196
871,MD,1970,5,6.804721923249776,4.3492060276315687
872,MD,1970,6,21.167234438578465,7.5209661426348511
873,MD,1970,7,53.367716304289857,9.9234044131143246
874,MD,1970,8,14.114361862521234,16.812494285303128
875,MD,1980,1,17.825180025657197,13.113374115154581
876,MD,1980,2,10.199939489323867,15.718384401031052
877,MD,1980,3,77.535331931777321,28.660534202890577
878,MD,1980,4,9.8344235775630562,9.8436755092982455
879,MD,1980,5,75.089997410801118,20.447582121892385
880,MD,1980,6,63.304514858517685,26.501902960818335
881,MD,1980,7,99.066192737130578,15.281373777102981
882,MD,1980,8,4.2646394263555667,4.2320288403082085
883,MD,1990,1,23.766690098028715,40.298779547889723
884,MD,1990,2,51.312208505859147,97.551381420931023
885,MD,1990,3,79.671088504326804,29.525124552358474
886,MD,1990,4,41.047549366738821,9.1950631035323749
887,MD,1990,5,72.106519220536441,47.154078056538502
888,MD,1990,6,44.10496840279955,66.754429146939572
889,MD,1990,7,95.812909958326856,17.395453087064045
890,MD,1990,8,19.313101906274721,33.680378800206746
891,MD,2000,1,8.4120005511470008,15.963912112143737
892,MD,2000,2,37.601899347709598,18.979880973179814
893,MD,2000,3,129.95008233477913,67.395995509904637
894,MD,2000,4,83.779458984990526,18.477490757730791
895,MD,2000,5,93.850100934500503,40.023548198238167
896,MD,2000,6,48.058061076748707,86.200395655759948
897,MD,2000,7,110.92392768258209,33.823343642173072
898,MD,2000,8,19.129046284362911,7.6659154131262985
899,MD,2010,1,151.40561318298333,355.09582852145314
900,MD,2010,2,238.73511049676685,126.44015712782058
901,MD,2010,3,113.56478050364159,61.983831120877504
902,MD,2010,4,135.39063131351173,42.99706002580352
903,MD,2010,5,155.56588453872504,71.766885121163412
904,MD,2010,6,96.448171285990341,73.953900861233578
905,MD,2010,7,161.29161030582441,50.74938632646198
906,MD,2010,8,229.49103348520015,131.74866888610882
907,MA,1970,1,25.598242707246055,59.320678125858073
908,MA,1970,2,83.796400597535381,27.872772331097107
909,MA,1970,3,32.448126488693362,15.07271095257823
910,MA,1970,4,15.575171262092022,11.374612332814708
911,MA,1970,5,23.602717241369415,15.165335465553024
912,MA,1970,6,49.969469972157988,38.134931257736433
913,MA,1970,7,48.772188881538511,16.63476289509563
914,MA,1970,8,81.984364141121318,21.999926063691888
915,MA,1970,9,53.154938783689119,12.82848741983719
916,MA,1970,10,53.590909707441433,87.079350794539508
917,MA,1970,11,79.796216369026354,19.189285438107646
918,MA,1970,12,21.087434254958129,10.877038329630929
919,MA,1980,1,23.666436345591798,82.759621479667899
920,MA,1980,2,116.69199578013657,52.077084691006732
921,MA,1980,3,156.50036925419192,75.651174379312295
922,MA,1980,4,56.023362640395291,27.029051862293173
923,MA,1980,5,137.67402082280361,123.17343686513193
924,MA,1980,6,54.395161741163818,27.534704114718362
925,MA,1980,7,114.31591836317925,39.230103535439056
926,MA,1980,8,95.97495410783101,30.316058166139012
927,MA,1980,9,156.32775260837877,83.79405080640025
928,MA,1980,10,31.970141478657183,18.680923107345663
929,MA,1980,11,132.16520656141094,31.369882049088623
930,MA,1990,1,28.35339049526727,17.421357599519737
931,MA,1990,2,53.224569096691468,25.965386218735446
932,MA,1990,3,51.726971674188896,50.175665406184159
933,MA,1990,4,115.81745685868536,40.841724212985959
934,MA,1990,5,65.409255782277711,33.633266406519226
935,MA,1990,6,19.314598970007189,16.340745281794185
936,MA,1990,7,122.91042327523083,56.509006167751956
937,MA,1990,8,109.65786746420014,18.205492939318532
938,MA,1990,9,82.293984694839736,28.02566422816113
939,MA,1990,10,41.954336244373643,19.552465580699646
940,MA,2000,1,101.55343735947484,47.37699561508142
941,MA,2000,2,178.15167740382645,132.37396309867626
942,MA,2000,3,85.705165488325093,45.63516121396885
943,MA,2000,4,50.058455312894267,27.343768928436933
944,MA,2000,5,90.736765693752162,54.238538126954396
945,MA,2000,6,56.168751818680562,27.556889656096146
946,MA,2000,7,83.206964642805175,30.366641257614823
947,MA,2000,8,179.53123977868043,61.444010528622456
948,MA,2000,9,135.95251790857694,44.58498250782592
949,MA,2000,10,43.395472707621771,24.294143676179466
950,MA,2010,1,355.88722371373058,140.75801581260671
951,MA,2010,2,355.88722371373058,140.75801581260671
952,MA,2010,3,205.58211470742057,106.28102710462841
953,MA,2010,4,166.13490618190937,83.209752718025698
954,MA,2010,5,340.77752952141441,109.77300636383632
955,MA,2010,6,162.66899117286911,140.08260915614707
956,MA,2010,7,355.88722371373058,140.75801581260671
957,MA,2010,8,262.28305678157125,90.460107479455118
958,MA,2010,9,105.82459365741495,68.651949802925188
959,MI,1970,1,34.166979930825981,2.827758586445126
960,MI,1970,2,24.927823301354017,33.368656796040952
961,MI,1970,3,41.962319469370073,45.040693322735962
962,MI,1970,4,13.090762952993138,25.185894409034649
963,MI,1970,5,32.068627380164621,36.079751736901436
964,MI,1970,6,60.322538236598575,56.200594681978458
965,MI,1970,7,6.3829701619945798,4.0694487464365938
966,MI,1970,8,18.546311457089779,14.17242841227605
967,MI,1970,9,22.034333092677723,44.685826763690436
968,MI,1970,10,19.361517670043497,23.556673301509363
969,MI,1970,11,18.38322085421618,26.866438812000684
970,MI,1970,12,23.849887859656398,17.834286234211127
971,MI,1970,13,31.108352731332392,4.4667206242064763
972,MI,1970,14,26.319069078069926,15.429778197879866
973,MI,1970,15,37.688659358419997,13.352956794029677
974,MI,1970,16,54.201213389064797,18.138481183018406
975,MI,1970,17,65.708950247085099,29.300609161838135
976,MI,1970,18,18.610692500720791,10.88861492821805
977,MI,1970,19,25.476522026349482,57.405102099961255
978,MI,1980,1,75.682498499496091,7.6797282888392084
979,MI,1980,2,28.941716448731047,49.725193480447231
980,MI,1980,3,103.68301572005413,77.955979683796556
981,MI,1980,4,34.051813703452424,60.0050446618161
982,MI,1980,5,12.693169847785164,25.656329137225647
983,MI,1980,6,91.485772168309495,73.846753079258633
984,MI,1980,7,69.667816189499788,22.756968673202451
985,MI,1980,8,94.935455202946187,41.884426618758638
986,MI,1980,9,24.198096921958935,44.923423636089268
987,MI,1980,10,9.1862211129949216,11.728662277564663
988,MI,1980,11,84.191149035557842,130.08430499373549
989,MI,1980,12,53.74722877279941,32.526832289537388
990,MI,1980,13,80.430561867393834,12.520893784729738
991,MI,1980,14,62.42343400747032,33.152692218017251
992,MI,1980,15,40.093328266123777,19.461788646576679
993,MI,1980,16,56.008817931759943,23.027887815394557
994,MI,1980,17,87.700375023402984,35.131265194166474
995,MI,1980,18,20.026444256260852,57.947197760379311
996,MI,1990,1,43.385310165997758,27.997740730570246
997,MI,1990,2,32.475265097964346,70.658876848942299
998,MI,1990,3,24.465285506019217,56.908612901989471
999,MI,1990,4,40.521913988561415,89.064780114593106
1000,MI,1990,5,56.961827028846635,24.873441213987668
1001,MI,1990,6,31.516357246704846,70.932665942543323
1002,MI,1990,7,51.01307803023677,80.613570833558313
1003,MI,1990,8,55.825942071281219,50.770567837353909
1004,MI,1990,9,71.997338436695358,53.35208496730057
1005,MI,1990,10,55.888298869800096,39.811052528092574
1006,MI,1990,11,41.648472681277525,70.573265145069882
1007,MI,1990,12,53.715725906801474,39.336720442262411
1008,MI,1990,13,58.75457834688784,41.738328989820275
1009,MI,1990,14,67.782336464165496,10.350230341078667
1010,MI,1990,15,59.770208268140827,8.4442129023537724
1011,MI,1990,16,65.893456620727562,33.417082765631882
1012,MI,2000,1,18.977144095246306,10.954118188796052
1013,MI,2000,2,53.473240144468356,115.37469229357103
1014,MI,2000,3,47.463170627528818,90.870610712193354
1015,MI,2000,4,55.398443977621767,105.30921624046161
1016,MI,2000,5,35.289768585086442,16.993341409883222
1017,MI,2000,6,47.771894068350413,87.822258982802907
1018,MI,2000,7,42.358174217209758,52.066713735443749
1019,MI,2000,8,40.100005908854243,65.973791844607732
1020,MI,2000,9,37.292179771509517,42.182206569823428
1021,MI,2000,10,43.152702077266753,95.230497286899677
1022,MI,2000,11,81.813821510152081,109.90274732510207
1023,MI,2000,12,79.427236398210582,33.488768659856049
1024,MI,2000,13,156.09691115385195,37.860288566419051
1025,MI,2000,14,97.707941828086206,18.785451256202865
1026,MI,2000,15,46.852199543698696,20.179505581679813
1027,MI,2010,1,121.12052038316135,141.44873008233995
1028,MI,2010,2,178.42407400743693,334.27953995089985
1029,MI,2010,3,110.75992222005407,155.98523966778072
1030,MI,2010,4,91.467240728313598,158.32347197618213
1031,MI,2010,5,231.55229726682995,117.42611852597359
1032,MI,2010,6,141.94637367333186,201.22864077765038
1033,MI,2010,7,226.87436508033861,295.66902789330948
1034,MI,2010,8,163.29229804979644,233.2003980502453
1035,MI,2010,9,269.93344210004034,161.05261843638965
1036,MI,2010,10,114.2588006678735,250.45895897643189
1037,MI,2010,11,172.11096572442915,219.69199419878453
1038,MI,2010,12,311.93191723218291,141.58364718423385
1039,MI,2010,13,221.27826139821849,42.265063194729066
1040,MI,2010,14,206.75013443105465,46.806278528184073
1041,MN,1970,1,19.696885157181967,38.626924470404226
1042,MN,1970,2,24.338608118842089,36.990743611124891
1043,MN,1970,3,22.138642217418685,45.317557980714298
1044,MN,1970,4,28.149676048339622,13.918595365110875
1045,MN,1970,5,48.559847144328671,19.688058886651003
1046,MN,1970,6,43.500972385133771,38.041692665603797
1047,MN,1970,7,11.577677880458074,7.6614741561200095
1048,MN,1970,8,79.178112992519047,29.787891247536098
1049,MN,1980,1,18.297071936820053,9.4626178055587395
1050,MN,1980,2,45.485648669460645,62.2036445243712
1051,MN,1980,3,44.405350292870978,105.52116658708213
1052,MN,1980,4,81.457911356080501,32.183964783836785
1053,MN,1980,5,122.97434267582648,46.691117824096629
1054,MN,1980,6,45.434674618441349,28.500727059528359
1055,MN,1980,7,62.837322574532436,67.193099617545215
1056,MN,1980,8,91.297774046223864,33.960660053132251
1057,MN,1990,1,11.632200906335939,11.288206997582169
1058,MN,1990,2,68.659734646158952,58.090714011247485
1059,MN,1990,3,35.785772257145396,86.969379752878268
1060,MN,1990,4,126.72429315944972,86.711519764625805
1061,MN,1990,5,71.066267050492044,31.329654636276516
1062,MN,1990,6,58.386942612158947,57.587900877380335
1063,MN,1990,7,20.229011246500594,12.189914879244451
1064,MN,1990,8,97.601513747614703,42.268222976190842
1065,MN,2000,1,12.807321980205611,13.381630706853214
