,State,cycle,AreaNumber,Mean,Stdv
501,GA,1980,10,0.63176691866666668,0.045426404786646842
502,GA,1990,1,0.32068843150000004,0.077030226016940054
503,GA,1990,2,0.58821799880000003,0.057866543238054374
504,GA,1990,3,0.38774756825000001,0.046739092112281416
505,GA,1990,4,0.54229988620000003,0.082240273213468287
506,GA,1990,5,0.74239380374999997,0.043764692370156136
507,GA,1990,6,0.34967818919999993,0.076286629877717574
508,GA,1990,7,0.47392265360000002,0.059325535360932734
509,GA,1990,8,0.43842158460000002,0.077839301819559809
510,GA,1990,9,0.44080569624999999,0.17166866298177419
511,GA,1990,10,0.42679597200000002,0.079301614921078512
512,GA,1990,11,0.51267039149999993,0.21200305358111993
513,GA,2000,1,0.30298553224999997,0.026557949370529573
514,GA,2000,2,0.63762125375000001,0.082614939978956123
515,GA,2000,3,0.42114258840000007,0.14076553297495623
516,GA,2000,4,0.72702341724999997,0.06045453560272851
517,GA,2000,6,0.264079493,0.05805961655649329
518,GA,2000,7,0.30266347524999998,0.071248632384045316
519,GA,2000,8,0.40242887999999999,0.16120581471470452
520,GA,2000,9,0.25180018874999999,0.016277000305388777
521,GA,2000,10,0.34850084133333331,0.038300426861916023
522,GA,2000,11,0.37934448549999999,0.091181297315381424
523,GA,2000,12,0.53901887520000002,0.079620675760248172
524,GA,2000,13,0.66834967049999994,0.048082457190996061
525,GA,2010,1,0.38054128199999998,0.014599373495863131
526,GA,2010,2,0.61389398266666673,0.023185979311621498
527,GA,2010,4,0.74643725750000001,0.015213175415951836
528,GA,2010,5,0.84416103300000001,0.00032583056213014299
529,GA,2010,6,0.35923718233333335,0.02210552298012107
530,GA,2010,7,0.37356464066666667,0.025371940276024473
531,GA,2010,9,0.215705339,0.031751432170294573
532,GA,2010,11,0.32020467750000003,0.0081141684009480974
533,GA,2010,12,0.45781985966666666,0.076644574993811318
534,HI,1970,1,0.65512478900000004,0.13928255251844404
535,HI,1970,2,0.72955710750000002,0.15409971650624646
536,HI,1980,1,0.57104954750000003,0.20705746898441316
537,HI,1980,2,0.77019487000000009,0.082798793509271704
538,HI,1990,1,0.63306478899999996,0.099967919752840542
539,HI,1990,2,0.70888392980000003,0.058643026152414263
540,HI,2000,1,0.68446441980000006,0.10237097072874471
541,HI,2000,2,0.67023630900000009,0.089062234915707375
542,HI,2010,1,0.6084217833333333,0.13182897617130288
543,HI,2010,2,0.80850724899999993,0.0030713547548279082
544,ID,1970,1,0.435785961,0.025978696130809931
545,ID,1970,2,0.41148486420000002,0.079236901249037761
546,ID,1980,1,0.39565928480000001,0.09561738567264208
547,ID,1980,2,0.56195126880000001,0.078967360146047022
548,ID,1990,1,0.46288450860000002,0.10105063843421921
549,ID,1990,2,0.329339942,0.085657847452372746
550,ID,2000,1,0.42601116179999998,0.078309217370695863
551,ID,2000,2,0.29995240639999998,0.034916255532736862
552,ID,2010,1,0.33211933866666671,0.016201320913521302
553,ID,2010,2,0.35105846266666668,0.034034178751713266
554,IL,1970,1,0.8651680650000001,0.15656796416706725
555,IL,1970,2,0.84661606399999978,0.055683075214179686
556,IL,1970,3,0.56741469420000001,0.12285137174175743
557,IL,1970,4,0.33920604599999998,0.042142600099932877
558,IL,1970,5,0.79887792019999992,0.053228807287527005
559,IL,1970,6,0.38336382520000001,0.05444234325197491
560,IL,1970,7,0.85367917020000006,0.018987681987851095
561,IL,1970,8,0.82347352019999998,0.052095947769723289
562,IL,1970,9,0.72222301199999994,0.029185736587322882
563,IL,1970,10,0.47753285099999998,0.048334626161161992
564,IL,1970,11,0.67323503159999998,0.081843626142084958
565,IL,1970,12,0.2714351948,0.069391728757437127
566,IL,1970,13,0.37049031580000003,0.063524763805973564
567,IL,1970,14,0.26866295260000006,0.039255870246249193
568,IL,1970,15,0.40600276099999999,0.11241567958935185
569,IL,1970,16,0.32275786499999998,0.025498779667509547
570,IL,1970,17,0.39645282500000001,0.077630289297339214
571,IL,1970,18,0.38932558620000002,0.047271660703517925
572,IL,1970,19,0.30944839633333338,0.04069084518880417
573,IL,1970,20,0.37440083879999997,0.069309968912563871
574,IL,1970,21,0.31034904120000001,0.10243130774921372
575,IL,1970,22,0.51276543259999996,0.1278439042941498
576,IL,1970,23,0.74545407299999999,0.062418060892627164
577,IL,1970,24,0.60749816474999996,0.076471656566281729
578,IL,1980,1,0.95874044200000008,0.014986959787585886
579,IL,1980,2,0.82993956319999995,0.032130394085807638
580,IL,1980,3,0.67549108619999998,0.048237235051862552
581,IL,1980,4,0.47858405559999995,0.083842338183972576
582,IL,1980,5,0.6776006283999999,0.055952794335482989
583,IL,1980,6,0.28149795699999997,0.040283971564570337
584,IL,1980,7,0.81477805574999995,0.035099751040343054
585,IL,1980,8,0.77285707999999997,0.051130783572137357
586,IL,1980,9,0.68931270820000001,0.023060955564549897
587,IL,1980,10,0.30408067260000005,0.063517351202379432
588,IL,1980,11,0.6498807473999999,0.071464682881817482
589,IL,1980,12,0.25246773899999997,0.044587493486518401
590,IL,1980,13,0.30771025659999995,0.029667458520049751
591,IL,1980,14,0.36056472740000001,0.077720637046368946
592,IL,1980,15,0.29571280133333333,0.036225483152613487
593,IL,1980,16,0.41632474799999997,0.08249013407451164
594,IL,1980,17,0.59307269940000007,0.060233015674142382
595,IL,1980,18,0.42503656850000004,0.05196446284180057
596,IL,1980,19,0.59600165179999998,0.08886041089662701
597,IL,1980,20,0.62957729039999999,0.07643065482434612
598,IL,1980,21,0.58968049,0.07266801018311779
599,IL,1980,22,0.58629736300000002,0.080618185421523686
600,IL,1990,1,0.84535574099999999,0.054676847663887446
601,IL,1990,2,0.88402141266666667,0.028618584952023133
602,IL,1990,3,0.66570096519999999,0.083615850083864157
603,IL,1990,4,0.7884468853333334,0.044035232201093462
604,IL,1990,5,0.60772017225000008,0.118094828323697
605,IL,1990,6,0.32993559120000004,0.06091575511842575
606,IL,1990,7,0.83470826025,0.027523367901676539
607,IL,1990,8,0.36836594960000002,0.040335248223478427
608,IL,1990,9,0.70763600540000005,0.059091316290261021
609,IL,1990,10,0.35038969025,0.10143718995559757
610,IL,1990,11,0.45617522199999999,0.065226638461793829
611,IL,1990,12,0.67612922549999999,0.05682330239734551
612,IL,1990,13,0.34280300480000003,0.054188996139179789
613,IL,1990,14,0.29606544619999997,0.0489003555297787
614,IL,1990,15,0.40064021160000002,0.055287815638942597
615,IL,1990,16,0.366741653,0.066712026821354672
616,IL,1990,17,0.54687563119999993,0.033402167281545894
617,IL,1990,18,0.3885993935,0.040993617824826502
618,IL,1990,19,0.63612766180000002,0.050924674520738837
619,IL,1990,20,0.47338582240000004,0.090763460612816815
620,IL,2000,1,0.84329842460000004,0.010415824772202339
621,IL,2000,2,0.86206023825,0.030947492119139147
622,IL,2000,3,0.75736410625000006,0.017633149921280074
623,IL,2000,4,0.8577869132,0.015598275150808477
624,IL,2000,5,0.74923642120000011,0.032876524653214667
625,IL,2000,6,0.41302701600000002,0.056747021432418172
626,IL,2000,7,0.85176377640000001,0.012720465075729886
627,IL,2000,8,0.51709265719999997,0.06549269973446796
628,IL,2000,9,0.73599152680000002,0.035759217700174026
629,IL,2000,10,0.42006525960000002,0.079599849149308705
630,IL,2000,11,0.45488379680000002,0.10298985628026143
631,IL,2000,12,0.69021687475000004,0.050531863155982855
632,IL,2000,13,0.37495223259999999,0.059259335929340129
633,IL,2000,14,0.40388285760000003,0.12590952932900251
634,IL,2000,15,0.37022171559999995,0.038301056830371362
635,IL,2000,16,0.32679708899999999,0.029768916984427369
636,IL,2000,17,0.56308939875000008,0.078696325984760687
637,IL,2000,18,0.32211219699999999,0.051713806250524352
638,IL,2000,19,0.35605637039999999,0.066942337622955927
639,IL,2010,1,0.73669024100000013,0.0052144088162017974
640,IL,2010,2,0.77167499833333331,0.035355659133632339
641,IL,2010,3,0.66523025499999999,0.027729999940174582
642,IL,2010,4,0.80575546750000004,0.034347302481310224
643,IL,2010,5,0.69411972700000002,0.019132985325783312
644,IL,2010,6,0.38139760033333331,0.045683827816919327
645,IL,2010,7,0.85948970899999999,0.022605764361281436
646,IL,2010,8,0.56261148566666674,0.018454442767926217
647,IL,2010,9,0.66296813866666671,0.0020469557081749957
648,IL,2010,10,0.50645501199999998,0.019513913285043389
649,IL,2010,11,0.57493084699999997,0.036151921979287377
650,IL,2010,12,0.47115928066666662,0.066760891627027003
651,IL,2010,13,0.43831884599999998,0.052073498559303724
652,IL,2010,14,0.38821155366666665,0.036756183647884473
653,IL,2010,15,0.28235376749999996,0.044668633281947284
654,IL,2010,16,0.33782326549999997,0.062276350151961687
655,IL,2010,17,0.56349528800000004,0.035976695596593458
656,IL,2010,18,0.26327354566666666,0.013606953478523779
657,IN,1970,1,0.69887344879999991,0.085421228106075317
658,IN,1970,2,0.55312899299999996,0.064400645452492258
659,IN,1970,3,0.55652819600000003,0.068134781856243679
660,IN,1970,4,0.44580319660000001,0.078430483570090193
661,IN,1970,5,0.3765228504,0.040397619205220732
662,IN,1970,6,0.49006578980000004,0.079056468953457887
663,IN,1970,7,0.39043732740000003,0.041304047874777094
664,IN,1970,8,0.46671594240000003,0.064403633323023221
665,IN,1970,9,0.65997690625000005,0.035618478506231302
666,IN,1970,10,0.5340675842,0.064551175171597447
667,IN,1970,11,0.55317325560000008,0.04698671635125206
668,IN,1980,1,0.68976873160000007,0.080245552495226635
669,IN,1980,2,0.56931586340000007,0.038852593975374106
670,IN,1980,3,0.48577260799999999,0.020551786475453662
671,IN,1980,4,0.4054107394,0.11737131948485877
672,IN,1980,5,0.46355158279999997,0.1053064477507414
673,IN,1980,6,0.31337647640000005,0.044276378031586482
674,IN,1980,7,0.36468346200000001,0.044746675880029674
675,IN,1980,8,0.54292445359999997,0.045598501947744695
676,IN,1980,9,0.68937881199999995,0.026974882867715766
677,IN,1980,10,0.62277308279999999,0.040373704270189464
678,IN,1990,1,0.68437866320000007,0.068937796996833334
679,IN,1990,2,0.45462652079999993,0.080573001835784558
680,IN,1990,3,0.56285133500000006,0.026864071872687096
681,IN,1990,4,0.43963096339999996,0.10656489602243416
682,IN,1990,5,0.37841084820000004,0.071844291737660285
683,IN,1990,6,0.24101113800000001,0.03649425555127931
684,IN,1990,7,0.34647141479999999,0.042055385556272772
685,IN,1990,8,0.48702382960000001,0.02989839827566361
686,IN,1990,9,0.57097444720000001,0.074038408897161331
687,IN,1990,10,0.58301485720000001,0.045905888534304232
688,IN,2000,1,0.68270386179999998,0.048925722749351232
689,IN,2000,2,0.53260733319999998,0.093734053567770217
690,IN,2000,3,0.37648803060000002,0.060310151996657381
691,IN,2000,4,0.32243064420000001,0.061658434703069101
692,IN,2000,5,0.29701731119999997,0.03731868696001648
693,IN,2000,6,0.34426475899999998,0.035317497609245803
694,IN,2000,7,0.57959433599999999,0.048613426970170737
695,IN,2000,8,0.51589921519999993,0.10791695111256193
696,IN,2000,9,0.51888788360000004,0.055686238143261263
697,IN,2010,1,0.65106793799999996,0.030779010439525408
698,IN,2010,2,0.42340906433333342,0.06010771268676094
699,IN,2010,3,0.28508755566666666,0.041709809398157806
700,IN,2010,4,0.33574874166666668,0.017855431320926728
701,IN,2010,5,0.35696500700000006,0.03545119299677791
702,IN,2010,6,0.31985725800000003,0.048214904829130281
703,IN,2010,7,0.60754297133333335,0.034960915451889049
704,IN,2010,8,0.38382360733333337,0.058070538885519433
705,IN,2010,9,0.40817388500000001,0.050060521622954643
706,IA,1970,1,0.45498206540000002,0.093489476624593074
707,IA,1970,2,0.508487735,0.052524795492869453
708,IA,1970,3,0.42146588940000002,0.098056202072786175
709,IA,1970,4,0.62332022760000005,0.057407120763138642
710,IA,1970,5,0.56100752939999998,0.081808885593602665
711,IA,1970,6,0.60187103880000004,0.087913526249271401
712,IA,1980,1,0.36596480725000002,0.037583297658976597
713,IA,1980,2,0.4172430802,0.051006061156537878
714,IA,1980,3,0.50456052024999998,0.1070265406158382
715,IA,1980,4,0.66744895900000001,0.046178147665014532
716,IA,1980,5,0.43398057600000001,0.10762972037624927
717,IA,1980,6,0.47830471360000004,0.15886640711523778
718,IA,1990,1,0.39199337359999997,0.056992731528928808
719,IA,1990,2,0.45549325940000002,0.023808569104595424
720,IA,1990,3,0.52902968260000005,0.090084385910118109
721,IA,1990,4,0.45715187540000002,0.11143900951873054
722,IA,1990,5,0.3426221903333333,0.046556709622335476
723,IA,2000,1,0.51669958840000008,0.09029537482192318
724,IA,2000,2,0.5005412266,0.073044793917816958
725,IA,2000,3,0.54333727899999995,0.020281355257244948
726,IA,2000,4,0.39607339220000004,0.043884694449887782
727,IA,2000,5,0.36742016700000002,0.022004646398158325
728,IA,2010,1,0.50935214633333337,0.060862788289636316
729,IA,2010,2,0.54324253433333336,0.021170446573395358
730,IA,2010,3,0.44194914166666671,0.014521135885190058
731,IA,2010,4,0.4095181426666667,0.042549063294985132
732,KS,1970,1,0.30636962249999999,0.075506325814578362
733,KS,1970,2,0.52684980479999999,0.063690562442547852
734,KS,1970,3,0.33695403699999998,0.073248502564279463
735,KS,1970,4,0.52245874999999997,0.18279939001923973
736,KS,1970,5,0.3526926098,0.088937243074467515
737,KS,1980,1,0.2872731255,0.06664635189049721
738,KS,1980,2,0.64950212539999996,0.067393129732718215
739,KS,1980,3,0.36948774325,0.071232647104425534
740,KS,1980,4,0.69759049019999997,0.053141302262497789
741,KS,1980,5,0.31315653320000003,0.056995946751494712
742,KS,1990,1,0.24235530725000001,0.045011115930925057
743,KS,1990,2,0.41631986160000006,0.10920681084147948
744,KS,1990,3,0.46887625300000002,0.05546370196848812
745,KS,1990,4,0.46764700540000004,0.056950894159899651
746,KS,2000,1,0.19279430533333333,0.049222616041354722
747,KS,2000,2,0.42808190159999998,0.071579661061552877
748,KS,2000,3,0.54365984460000005,0.096021908276017143
749,KS,2000,4,0.35357246519999996,0.027017935739570294
750,KS,2010,2,0.38546945866666665,0.032226598400073976
751,KS,2010,3,0.42078088849999995,0.029683982756859666
752,KS,2010,4,0.33267893300000001,0.0044099161222908778
753,KY,1970,1,0.76170176033333326,0.089816991866313381
754,KY,1970,2,0.6576928367499999,0.068901411842244964
755,KY,1970,3,0.64955134460000008,0.053921947665996603
756,KY,1970,4,0.37148994480000003,0.089217278848369233
757,KY,1970,5,0.2855712916,0.050278922338575512
758,KY,1970,6,0.54053210074999991,0.1479600723876924
759,KY,1970,7,0.71810415875,0.067244764987555078
760,KY,1980,2,0.65656946575000008,0.059158897423156609
761,KY,1980,3,0.6778479208,0.047653278187499114
762,KY,1980,4,0.38535619919999997,0.095965518159455518
763,KY,1980,5,0.29473412100000002,0.075727682755559911
764,KY,1980,6,0.30523601450000004,0.078238682787036107
765,KY,1980,7,0.68430816960000007,0.1300744929381687
766,KY,1990,1,0.48613346359999998,0.072372952403255544
767,KY,1990,2,0.42178014739999997,0.11478803656238638
768,KY,1990,3,0.492332294,0.026714144543238894
769,KY,1990,4,0.40946105480000006,0.13120733435467352
770,KY,1990,5,0.28544798775000002,0.11506423741675845
771,KY,1990,6,0.52265619860000012,0.089190018062810586
772,KY,2000,1,0.34440057040000005,0.042697483844414595
773,KY,2000,2,0.37148490059999995,0.082192522479319449
774,KY,2000,3,0.5058963622,0.07913192227677944
775,KY,2000,4,0.41915238920000003,0.082678946116557961
776,KY,2000,5,0.23507070033333335,0.024065617189473761
777,KY,2000,6,0.5807375846666667,0.073553476819741434
778,KY,2010,1,0.28200549366666666,0.018911442303723529
779,KY,2010,2,0.319247954,0.015700470276031955
780,KY,2010,3,0.64176077766666673,0.0072095919755698163
781,KY,2010,4,0.32323550366666665,0.036702974738338577
782,KY,2010,5,0.21924703099999998,0.0025244263631649102
783,KY,2010,6,0.42305475233333328,0.04962200899725739
784,LA,1970,1,0.25044560433333335,0.23546900349059324
785,LA,1970,2,0.75206476649999998,0.135895137844321
786,LA,1970,3,0.38054938033333335,0.10097380724192204
787,LA,1970,6,0.24759993850000001,0.1852941735220007
788,LA,1970,7,0.75383935949999992,0.11263266824616788
789,LA,1970,8,0.76994907600000007,0.071439280410112924
790,LA,1980,2,0.86360524566666663,0.082224830830713011
791,LA,1980,4,0.38367746400000002,0.097900044012923987
792,LA,1980,5,0.90699270900000006,0.0055185979032077439
793,LA,1980,6,0.35457063350000001,0.19188042755342377
794,LA,1980,8,0.53358136275000001,0.16605366191495291
795,LA,1990,1,0.1521463935,0.033939427733572655
796,LA,1990,4,0.41594991766666672,0.24581959831193678
797,LA,1990,5,0.31081384549999996,0.10905467331242651
798,LA,1990,6,0.32300613900000003,0.12564929301256875
799,LA,2000,1,0.18527895375,0.11612141141638041
800,LA,2000,2,0.69716989550000008,0.1626193642564413
801,LA,2000,3,0.48067736099999997,0.10909120863098663
802,LA,2000,4,0.33433438074999999,0.11880613443341101
803,LA,2000,5,0.34904970633333332,0.13569445870751434
804,LA,2000,6,0.35909205266666661,0.089941749058222262
805,LA,2000,7,0.36673525166666671,0.07915632630663752
806,LA,2010,1,0.20783649933333334,0.012322242666792275
807,LA,2010,6,0.31150429400000001,0.090809631173738789
808,ME,1970,1,0.44024927419999998,0.1094777159638213
809,ME,1970,2,0.32121910599999992,0.12262780660253551
810,ME,1980,1,0.52705898839999998,0.10606456924679003
811,ME,1980,2,0.32353056940000002,0.10732836528379855
812,ME,1990,1,0.58686203619999999,0.069408903245578288
813,ME,1990,2,0.64586361199999998,0.14036332449822017
814,ME,2000,1,0.60255829859999999,0.046507076305895283
815,ME,2000,2,0.60922132439999999,0.078971780056573487
816,ME,2010,1,0.63051361866666678,0.044158876666559439
817,ME,2010,2,0.50154610900000007,0.070247114341526237
818,MD,1970,1,0.42139726160000002,0.089694218797180245
819,MD,1970,2,0.69292292799999999,0.091415292523825728
820,MD,1970,3,0.76069699474999986,0.05858194936905757
821,MD,1970,4,0.38180271399999999,0.058644859667824019
822,MD,1970,5,0.61007404320000003,0.1800478500049924
823,MD,1970,6,0.73783764779999994,0.094416494507936433
824,MD,1970,7,0.8426052905000001,0.059590648288357362
825,MD,1970,8,0.45637881199999997,0.10570726743709012
826,MD,1980,1,0.57614780399999999,0.10984888121556335
827,MD,1980,2,0.39354163239999995,0.11942947768598648
828,MD,1980,3,0.73011629140000001,0.040159167040478713
829,MD,1980,4,0.499764918,0.14165509162867118
830,MD,1980,5,0.78597341239999996,0.037954720225650246
831,MD,1980,6,0.70489967639999995,0.049268557910665645
832,MD,1980,7,0.8653644273333333,0.014758398262848858
833,MD,1980,8,0.50191902200000005,0.2137483474432452
834,MD,1990,1,0.37097503920000002,0.069882921165061146
835,MD,1990,2,0.34469280620000003,0.033779836220622132
836,MD,1990,3,0.72943726200000003,0.046908782260867428
837,MD,1990,4,0.81698676359999989,0.060664848647192259
838,MD,1990,5,0.60461309799999996,0.044789789257755251
839,MD,1990,6,0.39784600479999999,0.047781149250024642
840,MD,1990,7,0.84634127160000006,0.021856186752256763
841,MD,1990,8,0.36444297780000007,0.078420635454260285
842,MD,2000,1,0.34509479379999997,0.12090554176291371
843,MD,2000,2,0.66455843459999986,0.074534284430141443
844,MD,2000,3,0.65848829500000006,0.025053919617269035
845,MD,2000,4,0.81930332559999997,0.034170921030080667
846,MD,2000,5,0.69997709900000005,0.042870010985431709
847,MD,2000,6,0.35795183599999997,0.040562683214656316
848,MD,2000,7,0.76558370674999998,0.032570913864807767
849,MD,2000,8,0.71390459520000005,0.10869117389323914
850,MD,2010,1,0.29892434766666665,0.0035909922607257477
851,MD,2010,2,0.6537548723333334,0.023668051503634196
852,MD,2010,3,0.64691357833333329,0.048598530356671055
853,MD,2010,4,0.75896845966666671,0.040387136340358377
854,MD,2010,5,0.68430910666666678,0.037877474481286769
855,MD,2010,6,0.56600351233333335,0.052282209234757585
856,MD,2010,7,0.7606623853333333,0.034504038949412716
857,MD,2010,8,0.63528740599999989,0.024847168561245199
858,MA,1970,1,0.30065894566666668,0.056515167496489903
859,MA,1970,2,0.74984273533333334,0.01888471988371138
860,MA,1970,3,0.67964614866666662,0.10200175995088157
861,MA,1970,4,0.58358903574999998,0.13031140503068306
862,MA,1970,5,0.60881874619999998,0.089253722203685062
863,MA,1970,6,0.56686036150000008,0.053482292199056237
864,MA,1970,7,0.74570991949999998,0.096478453205502787
865,MA,1970,8,0.78821220266666658,0.0096427663237616361
866,MA,1970,9,0.80320772049999989,0.074583120828658395
867,MA,1970,10,0.38028268066666665,0.019082814816027752
868,MA,1970,12,0.66080902199999991,0.1374228057586539
869,MA,1980,1,0.22240560699999998,0.040024581025991192
870,MA,1980,2,0.69089637433333329,0.033633377827375681
871,MA,1980,4,0.67394373325000001,0.063281894269420338
872,MA,1980,5,0.52768467650000006,0.0083069808638285021
873,MA,1980,6,0.66322300899999986,0.064751811299159232
874,MA,1980,7,0.7462963225,0.045466567929177089
875,MA,1980,8,0.75918629274999994,0.034268368593397415
876,MA,1980,10,0.63118399859999985,0.080103646166119508
877,MA,1990,1,0.62110500375000011,0.099903714099253471
878,MA,1990,2,0.6711683426666667,0.0821355506437349
879,MA,1990,3,0.50800837200000004,0.061093584911140038
880,MA,1990,4,0.73925118633333342,0.035455364877342348
881,MA,1990,5,0.66254968000000003,0.070065720272677587
882,MA,1990,6,0.54170277639999997,0.10304936065780039
883,MA,1990,7,0.68508760125000001,0.027823535603339479
884,MA,1990,8,0.85966095200000003,0.022824279768492453
885,MA,1990,9,0.74565414375000005,0.044598967008391714
886,MA,1990,10,0.682108889,0.068353942284669386
887,MA,2000,1,0.67922578733333339,0.048535579335683442
888,MA,2000,3,0.64791481200000001,0.081311095480544784
889,MA,2000,4,0.64146756950000006,0.12343632082489291
890,MA,2000,5,0.62472242,0.054253428369126368
891,MA,2000,6,0.67086678379999998,0.057252871842408473
892,MA,2000,7,0.73086982100000009,0.057594209817057346
893,MA,2000,9,0.75306348649999999,0.04151290339875259
894,MA,2000,10,0.64077971449999993,0.078451006322738714
895,MA,2010,3,0.65920619366666655,0.028749505509323033
896,MA,2010,4,0.66583482700000007,0.050587786670600404
897,MA,2010,6,0.53900335050000003,0.046595963122729102
898,MA,2010,8,0.74379051549999997,0.026419331559304537
899,MA,2010,9,0.60652619299999999,0.050382988044551873
900,MI,1970,1,0.92356322280000003,0.023043139308274244
901,MI,1970,2,0.42760426120000006,0.067944618419380751
902,MI,1970,3,0.48230880880000004,0.047892037790958297
903,MI,1970,4,0.3420038178,0.086601159540882974
904,MI,1970,5,0.47057065480000004,0.060595274000749905
905,MI,1970,6,0.51768723279999995,0.031793545246219079
906,MI,1970,7,0.61253423875000002,0.21459174727961661
907,MI,1970,8,0.56684064039999993,0.10145829372850208
908,MI,1970,9,0.33129067675000001,0.063877614845880074
909,MI,1970,10,0.45112613639999999,0.08564468184987685
910,MI,1970,11,0.40626207980000001,0.081082758637432806
911,MI,1970,12,0.57215690099999994,0.086657790014787336
912,MI,1970,13,0.87444240579999999,0.050891233315832458
913,MI,1970,14,0.63041427019999996,0.083648350707814165
914,MI,1970,15,0.73839079159999998,0.062192350607032362
915,MI,1970,16,0.74925963840000009,0.042397324861320661
916,MI,1970,17,0.6918181135,0.039751069018270926
917,MI,1970,18,0.63088574360000005,0.10454656189420014
918,MI,1970,19,0.30738444519999997,0.041894540497535653
919,MI,1980,1,0.90801354950000002,0.010860483445962564
920,MI,1980,2,0.36790203760000001,0.059651230419643875
921,MI,1980,3,0.57081914319999993,0.026804154663019497
922,MI,1980,4,0.36203435120000005,0.051745386916850468
923,MI,1980,5,0.33098658879999998,0.091832964211350065
924,MI,1980,6,0.55324237175000013,0.036121882441944579
925,MI,1980,7,0.75360190625000001,0.050062833212573626
926,MI,1980,8,0.69434891300000001,0.037896547075492767
927,MI,1980,9,0.35008050619999997,0.064377763154821008
928,MI,1980,10,0.43921933219999998,0.1361417304476373
929,MI,1980,11,0.39291084180000008,0.01727630564467442
930,MI,1980,12,0.62298248280000001,0.056109213541648995
931,MI,1980,13,0.8652964206,0.023176273530328976
932,MI,1980,14,0.65477098249999999,0.057885202271639527
933,MI,1980,15,0.67321382839999999,0.06959469397173651
934,MI,1980,16,0.70974325825000006,0.06262442222617573
935,MI,1980,17,0.71446393649999995,0.041170179812322308
936,MI,1980,18,0.25683607600000002,0.051521185782647673
937,MI,1990,1,0.60778167399999994,0.066000709983589312
938,MI,1990,2,0.31488374740000002,0.046444234010159645
939,MI,1990,3,0.30065273980000001,0.054978016405735027
940,MI,1990,4,0.31220152625000003,0.043038584424899912
941,MI,1990,5,0.69605474820000002,0.055002558204368772
942,MI,1990,6,0.307629651,0.046196501368931948
943,MI,1990,7,0.38729064875000002,0.046891186296838021
944,MI,1990,8,0.52371266300000008,0.050999403614832503
945,MI,1990,9,0.5743731124,0.043712753397865838
946,MI,1990,10,0.58399872159999999,0.054316791022229423
947,MI,1990,11,0.37112660600000003,0.046244092837554672
948,MI,1990,12,0.57726290960000004,0.055663018646392795
949,MI,1990,13,0.58466393220000001,0.05229469940269231
950,MI,1990,14,0.86752988200000003,0.032282169882101114
951,MI,1990,15,0.87621073720000009,0.035338684452150056
952,MI,1990,16,0.66350920059999996,0.049339417773879395
953,MI,2000,1,0.63402418239999991,0.10995442858459456
954,MI,2000,2,0.31669466940000002,0.02966859731223366
955,MI,2000,3,0.34310614639999998,0.03871102059893361
956,MI,2000,4,0.34471564020000001,0.033185530098697548
957,MI,2000,5,0.67320653225000004,0.089311779681064726
958,MI,2000,6,0.35231529540000001,0.039923722576433937
959,MI,2000,7,0.44859120460000002,0.057033214551376672
960,MI,2000,8,0.3780387502,0.050393892233060386
961,MI,2000,9,0.4692352024,0.064479146122348216
962,MI,2000,10,0.3118348346,0.036853256803225466
963,MI,2000,11,0.42674361439999997,0.029526268816749864
964,MI,2000,12,0.70341876140000004,0.043397357183853472
965,MI,2000,13,0.80517688266666676,0.0086096985464803807
966,MI,2000,14,0.837949481,0.02957099406564655
967,MI,2000,15,0.69757232125000002,0.074337733618976942
968,MI,2010,1,0.46128981300000005,0.037761562781339776
969,MI,2010,2,0.34800627333333334,0.0094634977548864758
970,MI,2010,3,0.41522748300000001,0.036470158713196324
971,MI,2010,4,0.36617550633333334,0.037142279915942607
972,MI,2010,5,0.6635146666666667,0.0247562711938932
973,MI,2010,6,0.41362677266666664,0.028123182014054504
974,MI,2010,7,0.4341732536666667,0.012767938536320415
975,MI,2010,8,0.41184188166666669,0.023168026921570356
976,MI,2010,9,0.62631594600000007,0.018880714137487951
977,MI,2010,10,0.313280057,0.021918020163805015
978,MI,2010,11,0.43927939099999996,0.024163825159778593
979,MI,2010,12,0.68780862599999992,0.013097210999686087
980,MI,2010,13,0.83962764666666667,0.016402909204173432
981,MI,2010,14,0.81540092799999986,0.022103142292101842
982,MN,1970,1,0.33771602500000003,0.063031631253082768
983,MN,1970,2,0.39685089480000002,0.06402371983906413
984,MN,1970,3,0.32819284440000002,0.054625910029859275
985,MN,1970,4,0.6691426842,0.080245975996331528
986,MN,1970,5,0.71152142220000003,0.050219446403201487
987,MN,1970,6,0.53347498979999997,0.051126093203975778
988,MN,1970,7,0.60177693139999999,0.13601274845791081
989,MN,1970,8,0.72594067900000014,0.02956829304185438
990,MN,1980,1,0.65912379100000007,0.11120329630037921
991,MN,1980,2,0.42237856080000002,0.048419784830369093
992,MN,1980,3,0.29618076360000001,0.028109623776263554
993,MN,1980,4,0.71679484819999995,0.03861776198597823
994,MN,1980,5,0.7248048145999999,0.020192540055785021
995,MN,1980,6,0.61451853360000008,0.06319942826300215
996,MN,1980,7,0.48325093079999998,0.041647063020822016
997,MN,1980,8,0.72887526260000002,0.03348616890979475
998,MN,1990,1,0.50750409659999995,0.13128672726403634
999,MN,1990,2,0.54169224159999996,0.0438868401994333
1000,MN,1990,3,0.29152155060000001,0.03784309254437801
1001,MN,1990,4,0.59373491,0.021279835009422935
1002,MN,1990,5,0.69403415580000005,0.046095855573332262
